borough,uid,block,lot,SALE DATE,sale_price
Manhattan,1020_1159,1020,1159,2019-07-29,1055000
Queens,6178_15,6178,15,2019-04-25,1300000
Staten Island,1249_50,1249,50,2021-09-03,340000
Staten Island,1249_50,1249,50,2022-01-25,460000
Staten Island,1254_80,1254,80,2018-04-05,588450
Staten Island,1254_80,1254,80,2019-09-04,294060
Brooklyn,5355_48,5355,48,2019-12-09,400000
Brooklyn,5355_48,5355,48,2021-12-16,1850000
Queens,7134_23,7134,23,2022-04-06,1460000
Queens,11720_55,11720,55,2018-04-25,680000
Brooklyn,1254_1103,1254,1103,2018-08-27,465000
Brooklyn,1254_1103,1254,1103,2019-02-19,660000
Brooklyn,1254_1103,1254,1103,2021-09-02,615000
Bronx,3256_47,3256,47,2019-01-11,700000
Queens,7167_29,7167,29,2018-05-08,700000
Queens,7167_29,7167,29,2020-06-08,1600000
Queens,12931_64,12931,64,2019-03-21,477387
Queens,12931_64,12931,64,2020-02-27,350000
Staten Island,7899_39,7899,39,2019-05-15,588145
Staten Island,7899_39,7899,39,2019-08-16,385320
Staten Island,7899_39,7899,39,2020-01-30,527000
Manhattan,26_1336,26,1336,2018-12-20,2500000
Queens,6892_12,6892,12,2020-08-24,750000
Queens,6892_12,6892,12,2022-05-13,1493505
Queens,12717_155,12717,155,2018-04-06,368000
Queens,12717_155,12717,155,2018-09-12,335000
Queens,12717_155,12717,155,2018-12-27,555000
Bronx,5603_34,5603,34,2018-05-21,646038
Bronx,5603_34,5603,34,2018-10-05,353086
Bronx,5603_34,5603,34,2019-06-19,550000
Brooklyn,7813_43,7813,43,2018-01-18,620000
Brooklyn,807_16,807,16,2022-08-01,960000
Queens,10748_22,10748,22,2019-06-14,696489
Queens,10748_22,10748,22,2019-08-14,431205
Queens,10748_22,10748,22,2020-06-17,643750
Queens,12147_42,12147,42,2018-08-13,770853
Queens,12147_42,12147,42,2020-09-24,315000
Queens,12147_42,12147,42,2021-03-26,635000
Brooklyn,1131_1038,1131,1038,2022-05-16,1700000
Queens,10947_56,10947,56,2018-11-09,546507
Queens,10947_56,10947,56,2019-12-13,438000
Queens,10947_56,10947,56,2020-08-13,680000
Brooklyn,4300_17,4300,17,2020-09-22,286000
Brooklyn,4300_17,4300,17,2021-05-06,629000
Staten Island,5446_1,5446,1,2022-03-28,460000
Staten Island,5446_1,5446,1,2022-11-29,680000
Staten Island,3721_47,3721,47,2023-02-10,648595
Staten Island,3721_47,3721,47,2023-04-28,434000
Queens,13471_57,13471,57,2020-07-15,349150
Queens,13471_57,13471,57,2020-11-25,640000
Brooklyn,8501_41,8501,41,2022-09-02,828000
Bronx,4970_6,4970,6,2022-10-28,350000
Bronx,4970_6,4970,6,2023-04-03,540000
Queens,4462_93,4462,93,2021-05-18,575000
Queens,4462_93,4462,93,2022-03-30,800000
Queens,4462_93,4462,93,2023-01-16,885174
Queens,4462_93,4462,93,2023-06-12,814600
Brooklyn,1624_40,1624,40,2021-04-26,1650000
Staten Island,1675_13,1675,13,2018-12-17,311295
Staten Island,1675_13,1675,13,2019-09-17,485000
Brooklyn,4205_9,4205,9,2020-02-13,475000
Brooklyn,6670_68,6670,68,2018-05-03,400000
Brooklyn,6670_68,6670,68,2019-09-19,875000
Queens,15834_57,15834,57,2022-04-15,315000
Queens,15834_57,15834,57,2022-11-07,600000
Staten Island,2922_55,2922,55,2022-03-03,385320
Staten Island,2922_55,2922,55,2022-08-05,630000
Manhattan,803_1087,803,1087,2020-02-07,645000
Staten Island,1059_1,1059,1,2018-11-21,550000
Manhattan,862_1500,862,1500,2019-03-15,1503332
Manhattan,862_1500,862,1500,2019-12-30,894890
Queens,12027_66,12027,66,2018-07-23,350000
Queens,12027_66,12027,66,2019-04-29,532000
Queens,10989_117,10989,117,2021-03-31,350000
Queens,10989_117,10989,117,2021-10-14,699000
Bronx,3792_54,3792,54,2023-08-30,745000
Staten Island,7863_29,7863,29,2018-12-04,451481
Staten Island,7863_29,7863,29,2019-02-22,276822
Staten Island,7863_29,7863,29,2019-08-13,425000
Manhattan,721_1062_12g,721,1062,2021-09-02,550000
Manhattan,721_1062_12g,721,1062,2022-01-21,1165000
Queens,12016_69,12016,69,2022-02-14,432000
Queens,12016_69,12016,69,2022-05-25,715000
Queens,10934_177,10934,177,2018-07-16,275000
Queens,10934_177,10934,177,2019-05-01,700000
Manhattan,1331_1369,1331,1369,2022-02-18,5875000
Queens,11142_35,11142,35,2023-04-26,700000
Manhattan,1223_1416,1223,1416,2021-03-24,1389500
Manhattan,1223_1442,1223,1442,2019-07-15,999000
Brooklyn,3981_104,3981,104,2018-03-26,346605
Queens,2267_1063,2267,1063,2022-03-25,447000
Manhattan,1090_1438,1090,1438,2022-06-09,985473
Manhattan,1090_1438,1090,1438,2023-06-29,674998
Manhattan,1960_53,1960,53,2020-07-31,1250000
Brooklyn,898_45,898,45,2019-07-12,1979000
Staten Island,2864_94,2864,94,2018-05-11,450000
Staten Island,2864_94,2864,94,2018-06-06,446160
Staten Island,2864_94,2864,94,2019-02-19,640000
Queens,6944_24,6944,24,2018-10-11,1236000
Manhattan,637_66_ga,637,66,2018-03-06,8333400
Manhattan,637_66_ga,637,66,2019-06-12,2040000
Manhattan,637_66_ga,637,66,2023-02-16,835000
Manhattan,637_66_ga,637,66,2023-09-22,2126250
Queens,10241_27,10241,27,2018-09-10,495840
Queens,10241_27,10241,27,2021-06-15,703514
Staten Island,476_23,476,23,2018-04-10,655000
Staten Island,476_23,476,23,2022-03-23,725000
Queens,12020_4,12020,4,2019-04-09,525000
Staten Island,6534_35,6534,35,2018-04-16,995000
Brooklyn,8493_70,8493,70,2018-08-08,575000
Bronx,5051_23,5051,23,2019-06-18,372138
Bronx,5051_23,5051,23,2021-10-04,1015000
Queens,12920_320,12920,320,2021-07-20,570000
Queens,12712_20,12712,20,2018-04-27,692053
Queens,12712_20,12712,20,2019-04-29,360000
Queens,12712_20,12712,20,2021-05-21,655000
Manhattan,1125_1314,1125,1314,2022-09-19,1000000
Queens,9981_14,9981,14,2021-11-19,665000
Queens,12440_145,12440,145,2019-11-26,512180
Queens,1359_43,1359,43,2018-08-02,800000
Bronx,3992_23,3992,23,2018-10-04,345000
Bronx,3992_23,3992,23,2019-02-28,549000
Manhattan,1150_19_4,1150,19,2020-08-10,1200000
Manhattan,1150_19_4,1150,19,2023-07-11,357835
Manhattan,411_1106,411,1106,2021-04-27,1275000
Manhattan,16_1588,16,1588,2018-04-11,2950000
Staten Island,1123_25,1123,25,2019-12-12,324000
Staten Island,1123_25,1123,25,2020-11-20,252569
Staten Island,1123_25,1123,25,2021-10-01,445000
Queens,6436_46,6436,46,2022-11-14,980000
Staten Island,2973_24,2973,24,2018-06-08,680000
Brooklyn,269_1161,269,1161,2018-10-19,910000
Staten Island,2376_201,2376,201,2022-11-30,850000
Staten Island,2864_93,2864,93,2018-01-12,430950
Staten Island,2864_93,2864,93,2018-07-31,625000
Queens,11327_47,11327,47,2018-09-28,391000
Queens,11327_47,11327,47,2020-10-08,567100
Manhattan,499_1503,499,1503,2022-05-06,5400000
Bronx,3507_51,3507,51,2022-08-30,670000
Staten Island,6047_141,6047,141,2020-08-06,354900
Staten Island,6047_141,6047,141,2021-01-20,529000
Manhattan,1438_611,1438,611,2023-07-31,2050000
Brooklyn,4989_5,4989,5,2018-06-22,379000
Brooklyn,4989_5,4989,5,2019-05-07,540000
Queens,12960_23,12960,23,2019-02-15,500000
Staten Island,1450_12,1450,12,2022-07-25,545000
Staten Island,1450_12,1450,12,2023-08-22,970000
Queens,7920_7,7920,7,2020-01-06,431500
Queens,7920_7,7920,7,2020-11-23,751000
Queens,4503_47,4503,47,2020-11-18,658000
Bronx,4903_72,4903,72,2022-05-26,540000
Queens,13568_39,13568,39,2018-05-03,340000
Queens,13568_39,13568,39,2019-02-28,475000
Queens,11106_53,11106,53,2019-12-31,1500000
Queens,12592_51,12592,51,2020-11-17,349500
Queens,12592_51,12592,51,2021-12-07,740000
Manhattan,1090_1137,1090,1137,2021-07-08,900000
Queens,9508_78,9508,78,2018-12-17,473000
Queens,9508_78,9508,78,2020-07-27,510000
Queens,12570_1,12570,1,2019-08-20,457000
Queens,12570_1,12570,1,2021-02-24,457082
Queens,12570_1,12570,1,2021-10-15,1105000
Staten Island,288_3,288,3,2020-06-15,1180000
Queens,12898_221,12898,221,2022-09-28,635000
Queens,11354_38,11354,38,2018-06-15,471700
Queens,13647_80,13647,80,2019-04-18,355000
Queens,13647_80,13647,80,2019-10-03,593000
Manhattan,2108_35_24,2108,35,2019-06-06,758915
Manhattan,2108_35_24,2108,35,2019-07-30,420000
Queens,12007_281,12007,281,2018-02-06,541330
Queens,12007_281,12007,281,2018-05-01,340000
Queens,13206_37,13206,37,2023-03-01,615000
Queens,12107_11,12107,11,2018-08-24,319410
Queens,12107_11,12107,11,2019-02-22,515000
Manhattan,142_1360,142,1360,2018-09-07,1350000
Manhattan,1139_1475,1139,1475,2021-05-24,5870000
Manhattan,1139_1476,1139,1476,2021-07-14,2380000
Manhattan,1139_1481,1139,1481,2018-09-26,1915000
Manhattan,1139_1482,1139,1482,2018-09-26,6760000
Queens,10150_21,10150,21,2021-07-02,350000
Queens,10150_21,10150,21,2021-12-02,610000
Manhattan,26_1382,26,1382,2022-09-16,1220000
Staten Island,593_125,593,125,2019-09-06,612987
Staten Island,593_125,593,125,2020-02-20,965000
Staten Island,593_125,593,125,2022-06-29,1250000
Queens,11099_18,11099,18,2021-09-30,400000
Queens,11099_18,11099,18,2023-06-29,720000
Queens,4703_1,4703,1,2018-05-17,888000
Bronx,5001_29,5001,29,2022-05-17,425000
Bronx,5001_29,5001,29,2022-11-07,580000
Bronx,4991_12,4991,12,2018-08-27,560000
Brooklyn,53_1016,53,1016,2021-06-14,615000
Queens,1337_1104,1337,1104,2019-08-30,359970
Queens,1337_1104,1337,1104,2020-03-11,595000
Bronx,5851_2071,5851,2071,2019-11-01,827000
Manhattan,1071_1152,1071,1152,2019-06-06,855000
Brooklyn,1963_74,1963,74,2021-03-15,2770000
Brooklyn,6497_172,6497,172,2022-07-05,600000
Brooklyn,6497_172,6497,172,2023-06-29,1050000
Queens,12704_24,12704,24,2019-03-25,490000
Queens,12269_139,12269,139,2019-01-22,380000
Staten Island,6728_96,6728,96,2021-01-29,870000
Queens,2474_1007,2474,1007,2018-08-20,610000
Queens,2474_1007,2474,1007,2018-10-22,444132
Brooklyn,180_1161,180,1161,2019-06-28,1160000
Brooklyn,180_1186,180,1186,2021-07-06,990000
Brooklyn,312_13,312,13,2021-10-08,4200000
Brooklyn,2721_1186,2721,1186,2018-11-07,2375000
Brooklyn,2721_1186,2721,1186,2020-10-15,1187500
Queens,1657_99,1657,99,2023-10-19,870000
Staten Island,7864_16,7864,16,2018-08-14,520000
Queens,12000_42,12000,42,2019-06-12,356000
Queens,12000_42,12000,42,2020-05-22,590000
Brooklyn,7404_1115,7404,1115,2018-03-02,575000
Brooklyn,7404_1115,7404,1115,2021-09-24,655000
Queens,10275_17,10275,17,2021-10-25,985000
Manhattan,1397_1577,1397,1577,2020-11-05,3300000
Queens,12011_27,12011,27,2018-04-12,535000
Manhattan,474_1538,474,1538,2022-02-17,7800000
Manhattan,474_1538,474,1538,2023-05-09,7900000
Staten Island,6840_46,6840,46,2018-11-19,666953
Queens,13134_132,13134,132,2019-06-06,580000
Queens,8606_82,8606,82,2020-02-03,735000
Staten Island,3170_8,3170,8,2021-10-22,376000
Staten Island,3170_8,3170,8,2022-07-27,738000
Queens,11337_37,11337,37,2018-03-06,270000
Manhattan,384_1221,384,1221,2022-12-06,930000
Bronx,5417_136,5417,136,2019-04-15,650000
Bronx,4940_48,4940,48,2020-06-03,327000
Bronx,4940_48,4940,48,2021-02-25,500000
Queens,10273_103,10273,103,2018-12-19,286933
Queens,10273_103,10273,103,2019-10-30,280000
Queens,10273_103,10273,103,2020-07-23,510000
Queens,12217_6,12217,6,2019-03-22,910000
Manhattan,1224_13_2,1224,13,2022-01-24,907000
Manhattan,1224_13_2,1224,13,2022-08-22,2700000
Queens,11653_24,11653,24,2022-04-12,440000
Queens,11653_24,11653,24,2022-07-29,630000
Manhattan,16_2756,16,2756,2018-07-24,1439000
Bronx,4457_14,4457,14,2022-06-16,615000
Queens,10778_36,10778,36,2020-08-12,370000
Queens,10778_36,10778,36,2020-12-22,765000
Queens,12202_46,12202,46,2018-07-31,864000
Bronx,5429_9,5429,9,2020-12-22,425000
Bronx,5429_9,5429,9,2021-06-29,1065000
Manhattan,2045_1016,2045,1016,2018-01-15,899000
Brooklyn,4872_3,4872,3,2023-07-20,450000
Queens,11669_51,11669,51,2022-02-14,290000
Queens,11669_51,11669,51,2022-07-01,670000
Brooklyn,4059_107,4059,107,2018-05-24,314000
Brooklyn,4059_107,4059,107,2019-06-27,540000
Queens,11104_107,11104,107,2021-06-04,622000
Manhattan,1151_1242,1151,1242,2021-06-11,1150000
Queens,12190_37,12190,37,2018-06-08,367068
Queens,12190_37,12190,37,2018-11-29,525000
Bronx,5406_81,5406,81,2020-11-17,450000
Bronx,5406_81,5406,81,2021-06-08,700000
Brooklyn,2297_1044,2297,1044,2023-06-29,1999000
Queens,13271_12,13271,12,2022-01-13,285000
Queens,13271_12,13271,12,2022-05-06,260770
Queens,13271_12,13271,12,2022-12-19,655000
Queens,3010_5,3010,5,2021-04-29,980000
Queens,13624_12,13624,12,2022-05-11,375000
Queens,13624_12,13624,12,2023-02-01,665000
Queens,13670_41,13670,41,2019-12-24,425000
Queens,13670_41,13670,41,2021-07-08,1250000
Manhattan,1489_37_3m,1489,37,2018-11-07,1156000
Queens,10658_4,10658,4,2018-09-27,635000
Bronx,4902_26,4902,26,2018-12-24,262000
Bronx,4902_26,4902,26,2019-11-25,465000
Manhattan,529_1107,529,1107,2018-01-10,12000000
Queens,13074_3,13074,3,2021-01-13,364213
Queens,13074_3,13074,3,2021-07-21,435000
Queens,13074_3,13074,3,2021-12-16,630000
Staten Island,4500_61,4500,61,2019-07-18,435000
Staten Island,4500_61,4500,61,2019-12-16,443625
Staten Island,4500_61,4500,61,2020-09-22,699000
Queens,12065_194,12065,194,2018-03-21,260000
Queens,12065_194,12065,194,2018-09-14,560000
Staten Island,4046_16,4046,16,2019-04-04,351000
Staten Island,4046_16,4046,16,2020-07-30,554946
Manhattan,454_63_a,454,63,2022-03-22,850000
Brooklyn,2350_1018,2350,1018,2021-08-26,4700000
Queens,11934_48,11934,48,2018-11-08,345000
Queens,11934_48,11934,48,2019-12-19,625000
Queens,11652_47,11652,47,2023-07-28,680000
Brooklyn,8295_1004,8295,1004,2018-08-10,260000
Brooklyn,8295_1004,8295,1004,2019-04-10,340000
Brooklyn,8295_1004,8295,1004,2022-06-30,320000
Manhattan,1274_1538,1274,1538,2023-10-23,2999900
Staten Island,4660_20,4660,20,2023-04-24,1225000
Bronx,5429_13,5429,13,2019-02-28,445000
Staten Island,1236_133,1236,133,2019-03-25,252400
Staten Island,1236_133,1236,133,2019-09-06,435000
Manhattan,26_1324,26,1324,2022-08-01,2400000
Brooklyn,2350_1019,2350,1019,2021-08-26,4700000
Brooklyn,2350_1064,2350,1064,2022-11-09,5330000
Manhattan,1170_1010_2a,1170,1010,2021-11-12,409500
Queens,13134_38,13134,38,2018-09-07,525000
Queens,13134_38,13134,38,2019-06-26,1145000
Bronx,2288_71,2288,71,2018-01-18,425000
Bronx,2288_71,2288,71,2019-04-12,805000
Brooklyn,4548_37,4548,37,2021-05-27,280000
Brooklyn,4548_37,4548,37,2023-05-12,715000
Brooklyn,8866_1812,8866,1812,2018-01-26,470900
Brooklyn,8866_1812,8866,1812,2018-12-04,376425
Brooklyn,8866_1812,8866,1812,2019-05-28,550000
Manhattan,2096_1044,2096,1044,2018-07-16,521500
Queens,12031_26,12031,26,2018-07-12,475000
Queens,12031_26,12031,26,2019-05-17,865000
Queens,12984_119,12984,119,2021-11-19,294817
Queens,12984_119,12984,119,2023-06-09,620000
Bronx,4985_31,4985,31,2018-11-30,485000
Staten Island,5299_42,5299,42,2019-06-07,733326
Staten Island,5299_42,5299,42,2019-10-21,430060
Staten Island,5299_42,5299,42,2020-03-16,605000
Brooklyn,7813_114,7813,114,2018-11-15,689000
Brooklyn,3910_29,3910,29,2020-12-30,422000
Brooklyn,3910_29,3910,29,2021-05-19,698000
Brooklyn,5130_1006,5130,1006,2021-11-30,391542
Brooklyn,5130_1006,5130,1006,2022-07-19,606500
Manhattan,894_1506,894,1506,2018-02-21,1650000
Manhattan,894_1506,894,1506,2021-02-24,1720000
Brooklyn,269_1249,269,1249,2020-06-19,600000
Manhattan,1075_1233,1075,1233,2021-10-20,840000
Manhattan,1075_1233,1075,1233,2023-03-27,899000
Manhattan,892_1357,892,1357,2023-03-22,2200000
Queens,12861_60,12861,60,2019-02-22,340000
Queens,12861_60,12861,60,2020-01-24,640000
Staten Island,7267_379,7267,379,2022-09-09,507000
Staten Island,7267_379,7267,379,2022-12-23,690100
Queens,12527_87,12527,87,2018-01-30,579000
Queens,7632_2_upper,7632,2,2019-10-28,338000
Queens,7632_2_upper,7632,2,2020-05-01,320000
Queens,7632_2_upper,7632,2,2021-04-28,310000
Queens,7632_2_upper,7632,2,2022-08-18,280000
Queens,7632_2_upper,7632,2,2022-09-29,413000
Queens,7632_2_upper,7632,2,2023-02-17,280500
Manhattan,1114_1380,1114,1380,2019-09-27,3780000
Brooklyn,6832_11,6832,11,2021-03-25,1320000
Bronx,3082_16,3082,16,2019-12-30,310000
Bronx,3082_16,3082,16,2020-09-18,520000
Brooklyn,3848_59,3848,59,2018-06-08,306000
Brooklyn,3848_59,3848,59,2019-03-07,500000
Queens,12201_64,12201,64,2019-03-29,540000
Manhattan,1496_1087,1496,1087,2021-06-23,4350000
Queens,10916_115,10916,115,2020-04-28,484500
Queens,10273_89,10273,89,2018-02-15,265000
Queens,10273_89,10273,89,2019-02-06,443000
Queens,1378_66,1378,66,2019-12-20,365000
Queens,1378_66,1378,66,2020-11-12,790000
Manhattan,231_1007,231,1007,2021-10-19,3150000
Queens,11529_17,11529,17,2020-08-21,450000
Queens,11529_17,11529,17,2021-01-20,749000
Queens,11606_47,11606,47,2022-04-22,605000
Manhattan,1871_1036,1871,1036,2020-12-22,2175000
Manhattan,1871_1036,1871,1036,2022-11-10,4100000
Bronx,4463_18,4463,18,2018-11-05,300000
Bronx,4463_18,4463,18,2019-09-10,575000
Queens,7046_47,7046,47,2022-06-06,643500
Manhattan,1171_3408,1171,3408,2020-03-23,300000
Queens,830_1002_1a,830,1002,2018-05-04,394000
Queens,10292_82,10292,82,2019-08-28,350000
Queens,10292_82,10292,82,2020-02-20,549000
Queens,10616_20,10616,20,2020-02-05,250600
Queens,10616_20,10616,20,2020-10-07,670000
Manhattan,560_1003_3,560,1003,2019-07-30,1600000
Manhattan,560_1003_3,560,1003,2019-09-24,940000
Queens,11013_37,11013,37,2022-04-26,580000
Staten Island,377_199,377,199,2022-08-28,255000
Staten Island,377_199,377,199,2023-05-26,628000
Manhattan,466_48_4,466,48,2022-09-16,2542950
Manhattan,859_1017,859,1017,2022-05-18,1185000
Brooklyn,7828_94,7828,94,2019-04-15,510000
Manhattan,1047_2109,1047,2109,2020-01-03,980000
Brooklyn,5665_119,5665,119,2019-06-18,3500000
Brooklyn,5665_119,5665,119,2021-08-10,1100000
Brooklyn,918_52_2b,918,52,2018-03-28,530000
Brooklyn,918_52_3c,918,52,2019-10-18,700000
Queens,12597_66,12597,66,2023-04-20,610000
Manhattan,593_1104,593,1104,2021-12-10,3530000
Staten Island,6019_22,6019,22,2021-01-12,299130
Staten Island,6019_22,6019,22,2021-08-02,480000
Manhattan,624_1204,624,1204,2021-07-16,1200000
Manhattan,624_1204,624,1204,2022-04-14,2425000
Brooklyn,7679_59,7679,59,2018-01-16,892000
Queens,10786_34,10786,34,2018-07-10,515000
Brooklyn,4036_13,4036,13,2019-06-21,638372
Brooklyn,4036_13,4036,13,2019-11-06,317000
Brooklyn,4036_13,4036,13,2020-06-19,577000
Staten Island,6869_50,6869,50,2018-02-01,580000
Queens,11078_12,11078,12,2022-10-07,610000
Manhattan,721_1062_9l,721,1062,2018-10-12,679500
Manhattan,721_1062_9l,721,1062,2021-08-05,650000
Manhattan,1114_1371,1114,1371,2018-10-09,6325000
Queens,11620_49,11620,49,2020-09-03,452000
Queens,11620_49,11620,49,2022-03-18,725000
Brooklyn,974_1342,974,1342,2020-10-01,360000
Brooklyn,974_1342,974,1342,2021-09-03,773000
Staten Island,3101_66,3101,66,2019-12-11,1500000
Manhattan,1114_1449,1114,1449,2022-03-17,14500000
Bronx,5578_102,5578,102,2019-05-10,639000
Queens,12365_38,12365,38,2019-04-05,370000
Queens,12365_38,12365,38,2021-08-25,1130000
Queens,7432_19,7432,19,2022-04-12,367500
Queens,7432_19,7432,19,2022-11-03,865000
Queens,12371_308,12371,308,2018-06-14,561000
Queens,12587_29,12587,29,2022-05-20,469000
Manhattan,1165_1925,1165,1925,2018-11-15,1514500
Queens,12101_74,12101,74,2018-09-17,350000
Queens,12101_74,12101,74,2019-01-25,325000
Queens,12101_74,12101,74,2020-02-14,475000
Queens,13738_142,13738,142,2021-02-15,335000
Queens,13738_142,13738,142,2022-09-19,666750
Bronx,3387_36,3387,36,2018-12-01,267500
Bronx,3387_36,3387,36,2020-09-22,730000
Staten Island,1277_344,1277,344,2022-05-25,307500
Staten Island,1277_344,1277,344,2023-09-26,600000
Queens,12728_7,12728,7,2019-01-03,350000
Queens,12728_7,12728,7,2019-03-05,494000
Queens,12175_37,12175,37,2019-04-01,483000
Staten Island,4043_13,4043,13,2018-12-14,471510
Staten Island,4043_13,4043,13,2019-12-09,665000
Manhattan,1229_1141,1229,1141,2020-06-04,800000
Manhattan,1229_1141,1229,1141,2022-08-08,3425000
Queens,12331_89,12331,89,2021-01-06,460000
Queens,12331_89,12331,89,2021-08-13,1120000
Bronx,5414_20,5414,20,2021-12-21,620000
Manhattan,1527_1112,1527,1112,2021-11-18,695000
Queens,7934_18,7934,18,2021-01-12,757400
Queens,7934_18,7934,18,2022-10-21,582830
Queens,7934_18,7934,18,2023-05-23,895000
Queens,206_101_1,206,101,2021-02-25,386500
Queens,206_101_1,206,101,2022-02-10,637000
Queens,206_101_1,206,101,2022-05-13,436000
Queens,206_101_1,206,101,2023-08-01,901000
Queens,206_101_1,206,101,2023-10-05,573000
Staten Island,3288_4,3288,4,2022-03-31,625000
Manhattan,1253_1346,1253,1346,2022-05-12,2150000
Manhattan,1253_1388,1253,1388,2019-01-15,1725000
Manhattan,1253_1480,1253,1480,2019-06-27,910000
Brooklyn,8900_58,8900,58,2018-05-11,320199
Brooklyn,8900_58,8900,58,2018-08-07,575000
Queens,8116_59,8116,59,2022-02-08,838000
Manhattan,44_1228,44,1228,2020-12-02,462500
Manhattan,44_1228,44,1228,2021-08-13,1015000
Bronx,4735_57,4735,57,2019-07-24,365040
Bronx,4735_57,4735,57,2020-03-23,548000
Manhattan,1292_1098,1292,1098,2019-03-29,2800000
Brooklyn,7689_108,7689,108,2019-08-27,600000
Brooklyn,7689_108,7689,108,2020-10-28,630000
Brooklyn,7689_108,7689,108,2021-06-16,888000
Queens,12089_28,12089,28,2018-01-31,400000
Queens,12089_28,12089,28,2018-04-05,550000
Brooklyn,8283_42,8283,42,2020-01-22,410000
Brooklyn,8283_42,8283,42,2020-05-18,612000
Manhattan,15_1106,15,1106,2021-12-01,14771485
Manhattan,15_1106,15,1106,2022-08-12,965450
Manhattan,15_1198,15,1198,2021-12-01,14771485
Manhattan,15_1198,15,1198,2022-12-06,900000
Manhattan,15_1200,15,1200,2021-12-01,14771485
Manhattan,15_1200,15,1200,2022-07-29,950000
Manhattan,15_1238,15,1238,2021-12-01,14771485
Manhattan,15_1238,15,1238,2023-06-15,960000
Queens,5043_1002_condo,5043,1002,2018-06-13,373000
Queens,5043_1002_condo,5043,1002,2019-04-17,400000
Queens,5043_1002_condo,5043,1002,2019-09-30,280000
Bronx,5944_150,5944,150,2018-08-15,3873963
Bronx,5944_150,5944,150,2020-01-16,2300000
