borough,uid,block,lot,SALE DATE,sale_price
Queens,11794_56,11794,56,2021-10-29,1230000
Queens,13304_25,13304,25,2020-08-31,645000
Queens,13304_25,13304,25,2022-04-29,1275000
Brooklyn,4723_50,4723,50,2020-09-01,430000
Brooklyn,4723_50,4723,50,2021-07-22,790000
Queens,12395_25,12395,25,2020-09-01,410000
Queens,12395_25,12395,25,2021-05-28,1080000
Brooklyn,4103_54,4103,54,2020-09-02,345000
Brooklyn,4103_54,4103,54,2021-02-17,769000
Staten Island,2990_14,2990,14,2020-09-03,355000
Staten Island,2990_14,2990,14,2022-01-28,700000
Brooklyn,1075_58,1075,58,2020-09-04,3500000
Brooklyn,1075_58,1075,58,2022-01-28,7400000
Queens,12356_9,12356,9,2020-09-04,400000
Queens,12356_9,12356,9,2021-03-22,999999
Queens,12597_60,12597,60,2020-09-04,360000
Queens,12597_60,12597,60,2021-02-16,687000
Bronx,2624_166,2624,166,2020-09-04,275000
Bronx,2624_166,2624,166,2021-01-21,375000
Staten Island,5319_58,5319,58,2020-09-04,392000
Staten Island,5319_58,5319,58,2021-02-10,600000
Brooklyn,4011_107,4011,107,2020-09-08,305000
Brooklyn,4011_107,4011,107,2021-03-18,580000
Brooklyn,4890_55,4890,55,2020-09-09,385320
Brooklyn,4890_55,4890,55,2021-05-10,665000
Queens,1536_1181,1536,1181,2020-09-09,2101389
Queens,1536_1181,1536,1181,2020-11-03,539110
Queens,1536_1210,1536,1210,2020-09-09,1723248
Queens,1536_1210,1536,1210,2020-12-01,766742
Queens,12486_75,12486,75,2020-09-09,270000
Queens,12486_75,12486,75,2021-03-04,650000
Brooklyn,5139_16,5139,16,2020-09-11,500000
Brooklyn,5139_16,5139,16,2021-04-08,693000
Queens,12599_23,12599,23,2020-09-11,383000
Queens,12599_23,12599,23,2020-12-30,699000
Bronx,5338_4,5338,4,2020-09-14,335000
Bronx,5338_4,5338,4,2022-04-27,725000
Staten Island,749_65,749,65,2020-09-14,460000
Staten Island,749_65,749,65,2021-09-28,790000
Bronx,5752_220,5752,220,2020-09-15,1175000
Bronx,5752_220,5752,220,2022-12-14,2600000
Brooklyn,7964_42,7964,42,2020-09-17,330000
Brooklyn,7964_42,7964,42,2022-02-18,680000
Queens,9156_70,9156,70,2020-09-17,350000
Queens,9156_70,9156,70,2021-04-21,684000
Brooklyn,515_1021,515,1021,2020-09-18,723753
Brooklyn,515_1021,515,1021,2021-03-02,995000
Queens,8627_20,8627,20,2020-09-18,460000
Queens,8627_20,8627,20,2021-04-20,766500
Queens,3810_196,3810,196,2020-09-18,265000
Queens,3810_196,3810,196,2021-05-19,704000
Manhattan,1413_1040,1413,1040,2020-09-22,760000
Manhattan,1413_1040,1413,1040,2021-03-31,1050000
Queens,2761_97,2761,97,2020-09-22,650000
Queens,2761_97,2761,97,2020-11-05,255000
Queens,13079_15,13079,15,2020-09-23,975000
Queens,13079_15,13079,15,2021-03-09,680000
Bronx,3457_2,3457,2,2020-09-23,270000
Bronx,3457_2,3457,2,2020-11-05,355000
Bronx,3457_2,3457,2,2021-05-20,565000
Staten Island,697_73,697,73,2020-09-24,390000
Staten Island,697_73,697,73,2021-05-24,823888
Manhattan,1893_1002_10g,1893,1002,2020-09-25,760000
Manhattan,1893_1002_10g,1893,1002,2021-08-18,1215000
Queens,4001_10,4001,10,2020-09-25,450000
Queens,4001_10,4001,10,2022-05-18,777000
Queens,10039_4,10039,4,2020-09-25,400000
Queens,10039_4,10039,4,2022-01-28,710000
Queens,11074_59,11074,59,2020-09-25,410000
Queens,11074_59,11074,59,2021-02-04,699999
Queens,10708_15,10708,15,2020-09-28,415000
Queens,10708_15,10708,15,2021-11-12,600000
Queens,13280_20,13280,20,2020-09-29,500000
Queens,13280_20,13280,20,2021-09-01,1060000
Bronx,4059_10,4059,10,2020-09-29,330000
Bronx,4059_10,4059,10,2021-02-18,600000
Brooklyn,949_28_3,949,28,2020-09-30,250772
Brooklyn,949_28_3,949,28,2021-06-07,885000
Queens,10430_217,10430,217,2020-09-30,400000
Queens,10430_217,10430,217,2021-02-12,655000
Brooklyn,4461_121,4461,121,2020-10-01,310000
Brooklyn,4461_121,4461,121,2021-07-21,660000
Queens,1145_45,1145,45,2020-10-01,575000
Queens,1145_45,1145,45,2021-02-12,885000
Queens,12515_137,12515,137,2020-10-01,430000
Queens,12515_137,12515,137,2022-03-30,1160000
Staten Island,5632_14,5632,14,2020-10-01,310000
Staten Island,5632_14,5632,14,2022-09-21,695000
Queens,10785_32,10785,32,2020-10-02,311600
Queens,10785_32,10785,32,2021-04-19,665000
Queens,13575_4,13575,4,2020-10-02,495000
Queens,13575_4,13575,4,2021-10-22,1280000
Staten Island,5608_61,5608,61,2020-10-02,460000
Staten Island,5608_61,5608,61,2021-06-08,835000
Queens,11658_31,11658,31,2020-10-08,375000
Queens,11658_31,11658,31,2021-09-09,725000
Queens,10068_279,10068,279,2020-10-14,415000
Queens,10068_279,10068,279,2021-02-18,640000
Staten Island,6821_59,6821,59,2020-10-14,430000
Staten Island,6821_59,6821,59,2021-03-24,720000
Queens,4025_60,4025,60,2020-10-15,425000
Queens,4025_60,4025,60,2022-03-11,880000
Queens,11533_29,11533,29,2020-10-15,463000
Queens,11533_29,11533,29,2021-03-18,669000
Queens,10301_36,10301,36,2020-10-15,420000
Queens,10301_36,10301,36,2021-08-25,695000
Bronx,3257_48,3257,48,2020-10-15,345999
Bronx,3257_48,3257,48,2021-10-29,689000
Queens,6724_18,6724,18,2020-10-19,1050000
Queens,6724_18,6724,18,2022-07-26,1800000
Queens,11139_60,11139,60,2020-10-19,448000
Queens,11139_60,11139,60,2021-05-24,725000
Queens,12049_127,12049,127,2020-10-19,350000
Queens,12049_127,12049,127,2021-05-10,567000
Queens,12369_52,12369,52,2020-10-19,375000
Queens,12369_52,12369,52,2021-07-22,995000
Brooklyn,1531_37,1531,37,2020-10-20,390000
Brooklyn,1531_37,1531,37,2022-02-08,750000
Queens,7822_2,7822,2,2020-10-20,825000
Queens,7822_2,7822,2,2022-05-25,1385000
Bronx,5410_240,5410,240,2020-10-20,275000
Bronx,5410_240,5410,240,2021-08-13,500000
Brooklyn,8244_6,8244,6,2020-10-21,320000
Brooklyn,8244_6,8244,6,2021-04-30,639900
Queens,13470_11,13470,11,2020-10-21,400000
Queens,13470_11,13470,11,2021-03-24,680000
Queens,12571_74,12571,74,2020-10-21,370000
Queens,12571_74,12571,74,2021-11-03,600000
Brooklyn,7912_133,7912,133,2020-10-22,440000
Brooklyn,7912_133,7912,133,2021-09-02,730000
Queens,12359_13,12359,13,2020-10-22,490000
Queens,12359_13,12359,13,2022-05-24,1165000
Staten Island,2620_386,2620,386,2020-10-23,288400
Staten Island,2620_386,2620,386,2021-03-05,445000
Queens,10761_76,10761,76,2020-10-26,320000
Queens,10761_76,10761,76,2021-05-13,579000
Queens,12368_20,12368,20,2020-10-26,370000
Queens,12368_20,12368,20,2021-08-09,698000
Staten Island,5464_82,5464,82,2020-10-26,620000
Staten Island,5464_82,5464,82,2021-09-16,879500
Brooklyn,7877_44,7877,44,2020-10-27,302100
Brooklyn,7877_44,7877,44,2021-03-04,639000
Queens,12186_18,12186,18,2020-10-28,350000
Queens,12186_18,12186,18,2021-10-19,570000
Queens,10933_16,10933,16,2020-10-28,420000
Queens,10933_16,10933,16,2022-01-20,820000
Queens,11041_12,11041,12,2020-10-28,460000
Queens,11041_12,11041,12,2021-03-03,649000
Staten Island,258_127,258,127,2020-10-29,475000
Staten Island,258_127,258,127,2021-12-23,775000
Brooklyn,5256_1039,5256,1039,2020-10-30,830000
Brooklyn,5256_1039,5256,1039,2022-05-17,875000
Brooklyn,5256_1039,5256,1039,2022-12-23,1237500
Queens,11234_128,11234,128,2020-10-30,360000
Queens,11234_128,11234,128,2021-03-29,735000
Queens,13545_8,13545,8,2020-11-02,358354
Queens,13545_8,13545,8,2021-03-22,660000
Queens,11102_17,11102,17,2020-11-04,360000
Queens,11102_17,11102,17,2021-03-25,685000
Queens,11033_24,11033,24,2020-11-05,425000
Queens,11033_24,11033,24,2021-05-12,820000
Queens,12359_3,12359,3,2020-11-06,357000
Queens,12359_3,12359,3,2021-11-12,1091500
Queens,11081_9,11081,9,2020-11-06,323000
Queens,11081_9,11081,9,2021-08-23,550000
Brooklyn,4058_70,4058,70,2020-11-09,394446
Brooklyn,4058_70,4058,70,2021-09-02,600000
Brooklyn,8479_80,8479,80,2020-11-09,425000
Brooklyn,8479_80,8479,80,2021-06-30,620000
Queens,10570_13,10570,13,2020-11-09,490000
Queens,10570_13,10570,13,2021-08-12,875000
Brooklyn,4105_123,4105,123,2020-11-10,425000
Brooklyn,4105_123,4105,123,2021-04-30,735000
Brooklyn,7470_1509,7470,1509,2020-11-11,276315
Brooklyn,7470_1509,7470,1509,2021-09-29,390000
Brooklyn,7983_27,7983,27,2020-11-12,410000
Brooklyn,7983_27,7983,27,2021-08-12,700000
Queens,12825_87,12825,87,2020-11-12,425000
Queens,12825_87,12825,87,2021-04-01,630000
Queens,10985_26,10985,26,2020-11-12,385000
Queens,10985_26,10985,26,2021-02-26,720000
Queens,3185_13,3185,13,2020-11-13,810000
Queens,3185_13,3185,13,2021-10-27,1275000
Queens,12940_100,12940,100,2020-11-13,380000
Queens,12940_100,12940,100,2021-05-04,749000
Bronx,4586_28,4586,28,2020-11-13,300000
Bronx,4586_28,4586,28,2021-08-09,515000
Staten Island,5653_65,5653,65,2020-11-13,473549
Staten Island,5653_65,5653,65,2021-12-21,778000
Manhattan,1341_1310,1341,1310,2020-11-16,11500000
Manhattan,1341_1310,1341,1310,2022-05-17,712775
Queens,11332_17,11332,17,2020-11-16,450000
Queens,11332_17,11332,17,2021-10-14,697000
Brooklyn,8914_22,8914,22,2020-11-17,694515
Brooklyn,8914_22,8914,22,2021-06-16,408642
Queens,12855_161,12855,161,2020-11-17,425000
Queens,12855_161,12855,161,2021-04-15,690000
Queens,11119_3,11119,3,2020-11-19,425000
Queens,11119_3,11119,3,2021-07-01,689000
Queens,9412_67,9412,67,2020-11-19,490000
Queens,9412_67,9412,67,2021-12-23,690000
Queens,13178_53,13178,53,2020-11-20,330000
Queens,13178_53,13178,53,2021-05-03,735000
Staten Island,767_45,767,45,2020-11-20,460000
Staten Island,767_45,767,45,2022-03-10,970000
Queens,9535_67,9535,67,2020-11-23,520000
Queens,9535_67,9535,67,2021-04-27,720000
Queens,10054_18,10054,18,2020-11-23,420000
Queens,10054_18,10054,18,2021-04-12,620000
Queens,10986_128,10986,128,2020-11-23,350000
Queens,10986_128,10986,128,2021-03-16,610000
Staten Island,945_13,945,13,2020-11-23,450000
Staten Island,945_13,945,13,2021-04-26,645000
Staten Island,2969_2,2969,2,2020-11-23,300000
Staten Island,2969_2,2969,2,2021-10-25,619900
Brooklyn,3979_24,3979,24,2020-11-24,350000
Brooklyn,3979_24,3979,24,2021-10-12,499000
Queens,12014_75,12014,75,2020-11-24,380000
Queens,12014_75,12014,75,2021-08-03,689000
Queens,12174_9,12174,9,2020-11-24,280000
Queens,12174_9,12174,9,2021-03-26,530000
Bronx,4832_36,4832,36,2020-11-24,335000
Bronx,4832_36,4832,36,2021-05-03,600000
Queens,2296_8,2296,8,2020-11-25,525000
Queens,2296_8,2296,8,2021-10-01,975000
Queens,7908_33,7908,33,2020-11-30,597000
Queens,7908_33,7908,33,2021-09-30,825000
Queens,8379_122,8379,122,2020-11-30,860000
Queens,8379_122,8379,122,2023-03-21,1985588
Queens,10012_35,10012,35,2020-11-30,450000
Queens,10012_35,10012,35,2021-04-26,650000
Queens,12075_42,12075,42,2020-11-30,400000
Queens,12075_42,12075,42,2021-04-13,560000
Brooklyn,8480_57,8480,57,2020-12-01,425000
Brooklyn,8480_57,8480,57,2021-04-08,679000
Queens,7680_8,7680,8,2020-12-02,450000
Queens,7680_8,7680,8,2021-10-25,900000
Queens,11957_30,11957,30,2020-12-02,570000
Queens,11957_30,11957,30,2022-01-12,925000
Queens,11685_8,11685,8,2020-12-04,500000
Queens,11685_8,11685,8,2022-06-03,1100000
Queens,12452_307,12452,307,2020-12-04,380000
Queens,12452_307,12452,307,2022-03-11,590000
Queens,9936_20,9936,20,2020-12-07,587000
Queens,9936_20,9936,20,2021-07-30,810000
Queens,10498_32,10498,32,2020-12-07,470000
Queens,10498_32,10498,32,2021-07-23,755000
Queens,12366_6,12366,6,2020-12-07,275000
Queens,12366_6,12366,6,2021-10-18,580000
Queens,12653_55,12653,55,2020-12-07,450000
Queens,12653_55,12653,55,2021-06-16,680000
Brooklyn,7889_13,7889,13,2020-12-08,525000
Brooklyn,7889_13,7889,13,2021-12-22,785000
Queens,13293_134,13293,134,2020-12-08,375000
Queens,13293_134,13293,134,2021-09-02,1220000
Brooklyn,3394_27,3394,27,2020-12-09,850000
Brooklyn,3394_27,3394,27,2022-05-23,1400000
Queens,13308_24,13308,24,2020-12-09,480500
Queens,13308_24,13308,24,2021-09-20,690000
Staten Island,2620_1,2620,1,2020-12-09,307000
Staten Island,2620_1,2620,1,2021-06-10,490000
Queens,10900_32,10900,32,2020-12-10,400000
Queens,10900_32,10900,32,2021-11-16,600000
Queens,2983_1,2983,1,2020-12-11,300000
Queens,2983_1,2983,1,2021-12-17,768000
Queens,15835_59,15835,59,2020-12-14,540000
Queens,15835_59,15835,59,2021-04-30,735000
Queens,11961_69,11961,69,2020-12-14,400000
Queens,11961_69,11961,69,2021-06-08,620000
Bronx,4066_41,4066,41,2020-12-14,520000
Bronx,4066_41,4066,41,2021-04-26,739000
Brooklyn,6501_2,6501,2,2020-12-15,525000
Brooklyn,6501_2,6501,2,2021-12-29,1085000
Staten Island,1582_7,1582,7,2020-12-16,310000
Staten Island,1582_7,1582,7,2021-08-09,595000
Queens,6147_11,6147,11,2020-12-17,875000
Queens,6147_11,6147,11,2023-07-25,1920000
Queens,12020_11,12020,11,2020-12-18,328000
Queens,12020_11,12020,11,2021-06-18,689000
Queens,10968_72,10968,72,2020-12-18,329550
Queens,10968_72,10968,72,2021-07-14,690000
Queens,10988_23,10988,23,2020-12-18,430000
Queens,10988_23,10988,23,2021-07-28,760000
Bronx,3110_140,3110,140,2020-12-18,355000
Bronx,3110_140,3110,140,2021-08-18,541000
Staten Island,6022_333,6022,333,2020-12-21,285000
Staten Island,6022_333,6022,333,2021-04-19,524000
Manhattan,1179_1308_2a,1179,1308,2020-12-22,375000
Manhattan,1179_1308_2a,1179,1308,2022-03-04,780000
Queens,13471_54,13471,54,2020-12-22,371000
Queens,13471_54,13471,54,2021-04-28,680000
Queens,12362_45,12362,45,2020-12-22,450000
Queens,12362_45,12362,45,2021-11-24,1128000
Staten Island,2844_114,2844,114,2020-12-22,390000
Staten Island,2844_114,2844,114,2021-06-22,540000
Brooklyn,8891_698,8891,698,2020-12-23,600000
Brooklyn,8891_698,8891,698,2022-03-16,1800000
Queens,11321_56,11321,56,2020-12-23,535000
Queens,11321_56,11321,56,2021-04-27,998000
Queens,9323_12,9323,12,2020-12-23,340000
Queens,9323_12,9323,12,2021-07-09,572000
Staten Island,7853_95,7853,95,2020-12-23,600000
Staten Island,7853_95,7853,95,2021-08-09,975000
Queens,11227_66,11227,66,2020-12-26,390787
Queens,11227_66,11227,66,2021-04-15,475000
Queens,11227_66,11227,66,2021-10-20,752000
Bronx,5007_41,5007,41,2020-12-28,375000
Bronx,5007_41,5007,41,2021-05-28,545000
Brooklyn,8866_1420,8866,1420,2020-12-29,277882
Brooklyn,8866_1420,8866,1420,2021-04-16,354464
Brooklyn,8866_1420,8866,1420,2022-03-31,685000
Queens,7901_34,7901,34,2020-12-30,505000
Queens,7901_34,7901,34,2021-12-08,1238000
Queens,7964_42,7964,42,2020-12-30,400000
Queens,7964_42,7964,42,2021-08-06,649999
Brooklyn,121_1002,121,1002,2020-12-31,737517
Brooklyn,121_1002,121,1002,2022-07-28,1245000
Queens,12719_27,12719,27,2020-12-31,380000
Queens,12719_27,12719,27,2021-07-29,735000
Queens,2186_2_3b,2186,2,2021-01-04,365000
Queens,2186_2_3b,2186,2,2021-12-20,265000
Queens,2186_2_3b,2186,2,2022-06-27,350000
Queens,2186_2_3b,2186,2,2023-09-07,360000
Queens,11969_23,11969,23,2021-01-04,679000
Queens,11969_23,11969,23,2021-07-12,452000
Queens,12364_126,12364,126,2021-01-06,360000
Queens,12364_126,12364,126,2021-06-09,690000
Bronx,5461_66,5461,66,2021-01-07,365000
Bronx,5461_66,5461,66,2021-10-20,618000
Staten Island,6020_188,6020,188,2021-01-07,330000
Staten Island,6020_188,6020,188,2021-08-05,560000
Brooklyn,8883_972,8883,972,2021-01-08,325000
Brooklyn,8883_972,8883,972,2021-08-06,650000
Queens,7996_21,7996,21,2021-01-08,510000
Queens,7996_21,7996,21,2021-04-07,759000
Queens,12210_18,12210,18,2021-01-13,430000
Queens,12210_18,12210,18,2022-04-06,1250000
Brooklyn,5985_46,5985,46,2021-01-14,999999
Brooklyn,5985_46,5985,46,2021-02-25,1399993
Queens,7629_2_1,7629,2,2021-01-15,389000
Queens,7629_2_1,7629,2,2021-07-16,285000
Staten Island,102_121,102,121,2021-01-15,475000
Staten Island,102_121,102,121,2022-02-11,880000
Queens,2186_2_1a,2186,2,2021-01-19,251000
Queens,2186_2_1a,2186,2,2021-08-31,345000
Brooklyn,8503_68,8503,68,2021-01-20,500000
Brooklyn,8503_68,8503,68,2021-05-24,700000
Queens,12026_55,12026,55,2021-01-20,325000
Queens,12026_55,12026,55,2021-12-16,580000
Queens,12371_303,12371,303,2021-01-20,408500
Queens,12371_303,12371,303,2021-06-11,660000
Staten Island,701_34,701,34,2021-01-20,320000
Staten Island,701_34,701,34,2022-10-11,720000
Manhattan,1236_1205,1236,1205,2021-01-21,511366
Manhattan,1236_1205,1236,1205,2022-04-26,920500
Queens,10203_131,10203,131,2021-01-22,340000
Queens,10203_131,10203,131,2021-08-26,675000
Queens,13201_22,13201,22,2021-01-25,400000
Queens,13201_22,13201,22,2021-12-17,685000
Queens,10347_88,10347,88,2021-01-26,365000
Queens,10347_88,10347,88,2022-04-04,525000
Queens,11044_28,11044,28,2021-01-26,370000
Queens,11044_28,11044,28,2021-06-10,630000
Staten Island,704_8,704,8,2021-01-26,396000
Staten Island,704_8,704,8,2021-10-18,590000
Queens,12926_264,12926,264,2021-01-28,380000
Queens,12926_264,12926,264,2021-07-16,679250
Queens,12651_20,12651,20,2021-01-28,450000
Queens,12651_20,12651,20,2022-02-07,1210000
Queens,10884_23,10884,23,2021-01-29,475000
Queens,10884_23,10884,23,2022-03-03,830000
Queens,13566_87,13566,87,2021-01-29,440000
Queens,13566_87,13566,87,2021-12-02,1145000
Queens,13624_35,13624,35,2021-01-29,525000
Queens,13624_35,13624,35,2022-03-25,1260000
Queens,11755_4,11755,4,2021-02-02,430000
Queens,11755_4,11755,4,2021-08-26,699999
Queens,11656_19,11656,19,2021-02-03,390000
Queens,11656_19,11656,19,2021-05-12,692000
Queens,13052_73,13052,73,2021-02-03,440000
Queens,13052_73,13052,73,2022-06-29,1290000
Staten Island,6373_248,6373,248,2021-02-03,360000
Staten Island,6373_248,6373,248,2022-03-16,585000
Staten Island,6568_3,6568,3,2021-02-03,390000
Staten Island,6568_3,6568,3,2021-09-03,705000
Brooklyn,5338_97,5338,97,2021-02-04,875000
Brooklyn,5338_97,5338,97,2022-07-08,2300000
Queens,9203_33,9203,33,2021-02-04,390000
Queens,9203_33,9203,33,2021-10-05,799999
Queens,10167_18,10167,18,2021-02-04,350000
Queens,10167_18,10167,18,2021-10-15,785000
Queens,6723_20,6723,20,2021-02-05,890000
Queens,6723_20,6723,20,2023-05-01,1750000
Manhattan,374_46,374,46,2021-02-09,2385000
Manhattan,374_46,374,46,2022-09-29,399000
Queens,8260_213,8260,213,2021-02-09,738888
Queens,8260_213,8260,213,2021-12-21,1800000
Queens,12259_48,12259,48,2021-02-09,502000
Queens,12259_48,12259,48,2022-01-05,1240000
Queens,12518_62,12518,62,2021-02-10,360000
Queens,12518_62,12518,62,2022-09-28,980000
Staten Island,1249_67,1249,67,2021-02-10,265000
Staten Island,1249_67,1249,67,2021-10-12,469888
Brooklyn,3814_141,3814,141,2021-02-11,310000
Brooklyn,3814_141,3814,141,2021-06-07,589000
Bronx,4864_17,4864,17,2021-02-11,378000
Bronx,4864_17,4864,17,2021-06-18,550000
Staten Island,7893_7,7893,7,2021-02-11,530000
Staten Island,7893_7,7893,7,2022-12-05,1825000
Queens,11164_50,11164,50,2021-02-12,465000
Queens,11164_50,11164,50,2021-10-15,710000
Queens,11634_50,11634,50,2021-02-12,361000
Queens,11634_50,11634,50,2022-08-18,764000
Queens,11013_34,11013,34,2021-02-15,397000
Queens,11013_34,11013,34,2021-07-21,647870
Brooklyn,3814_135,3814,135,2021-02-16,266000
Brooklyn,3814_135,3814,135,2021-10-05,624000
Queens,8606_69,8606,69,2021-02-16,287500
Queens,8606_69,8606,69,2021-08-13,650000
Queens,5438_91,5438,91,2021-02-16,403750
Queens,5438_91,5438,91,2022-05-26,1235000
Queens,5003_1046,5003,1046,2021-02-16,682228
Queens,5003_1046,5003,1046,2022-09-02,391888
Queens,5003_1046,5003,1046,2023-06-07,680000
Brooklyn,8830_78,8830,78,2021-02-19,275000
Brooklyn,8830_78,8830,78,2021-10-25,779000
Queens,12199_8,12199,8,2021-02-19,325000
Queens,12199_8,12199,8,2022-11-09,980000
Queens,11925_76,11925,76,2021-02-19,350000
Queens,11925_76,11925,76,2021-06-25,580000
Queens,3036_66,3036,66,2021-02-22,600000
Queens,3036_66,3036,66,2021-09-03,1100000
Queens,11622_25,11622,25,2021-02-22,480000
Queens,11622_25,11622,25,2021-07-19,720000
Queens,12668_72,12668,72,2021-02-24,300000
Queens,12668_72,12668,72,2021-11-01,510000
Queens,12668_72,12668,72,2022-06-14,810000
Brooklyn,8239_25,8239,25,2021-02-25,365000
Brooklyn,8239_25,8239,25,2022-06-30,695000
Queens,12332_136,12332,136,2021-02-25,345000
Queens,12332_136,12332,136,2021-04-16,499000
Staten Island,368_69,368,69,2021-02-25,450000
Staten Island,368_69,368,69,2022-12-09,995000
Queens,11298_63,11298,63,2021-02-26,320000
Queens,11298_63,11298,63,2021-06-29,665000
Brooklyn,1276_42,1276,42,2021-03-01,572500
Brooklyn,1276_42,1276,42,2022-01-18,915000
Queens,11993_40,11993,40,2021-03-01,420000
Queens,11993_40,11993,40,2021-07-29,753500
Staten Island,469_25,469,25,2021-03-01,400000
Staten Island,469_25,469,25,2022-04-28,739999
Bronx,4475_59,4475,59,2021-03-02,402500
Bronx,4475_59,4475,59,2021-09-30,709000
Brooklyn,4164_23,4164,23,2021-03-03,415000
Brooklyn,4164_23,4164,23,2021-08-27,737500
Brooklyn,5252_28,5252,28,2021-03-03,720118
Brooklyn,5252_28,5252,28,2021-04-06,995000
Brooklyn,5252_28,5252,28,2023-03-17,1499990
Queens,11685_54,11685,54,2021-03-03,500000
Queens,11685_54,11685,54,2021-10-07,1330000
Staten Island,1517_27,1517,27,2021-03-03,400000
Staten Island,1517_27,1517,27,2023-08-23,855000
Staten Island,5250_10,5250,10,2021-03-03,379050
Staten Island,5250_10,5250,10,2021-12-15,670000
Queens,16035_30,16035,30,2021-03-04,335000
Queens,16035_30,16035,30,2021-09-22,505000
Queens,7200_72,7200,72,2021-03-04,375000
Queens,7200_72,7200,72,2021-08-02,920000
Bronx,4952_56,4952,56,2021-03-04,300000
Bronx,4952_56,4952,56,2021-08-31,625000
Staten Island,4223_15,4223,15,2021-03-04,428400
Staten Island,4223_15,4223,15,2021-07-06,607500
Queens,12594_8,12594,8,2021-03-05,430000
Queens,12594_8,12594,8,2022-06-29,1199000
Queens,11975_49,11975,49,2021-03-09,325000
Queens,11975_49,11975,49,2021-06-24,529000
Bronx,3110_75,3110,75,2021-03-09,365040
Bronx,3110_75,3110,75,2022-04-25,585000
Staten Island,2851_38,2851,38,2021-03-09,345000
Staten Island,2851_38,2851,38,2022-04-28,620000
Queens,10960_619,10960,619,2021-03-10,375000
Queens,10960_619,10960,619,2021-08-23,775000
Queens,12330_64,12330,64,2021-03-11,342000
Queens,12330_64,12330,64,2021-08-13,785000
Staten Island,288_91,288,91,2021-03-11,350000
Staten Island,288_91,288,91,2021-08-20,760000
Brooklyn,6256_61,6256,61,2021-03-12,850000
Brooklyn,6256_61,6256,61,2022-03-17,1248000
Queens,375_1114,375,1114,2021-03-12,616041
Queens,375_1114,375,1114,2022-01-06,354981
Manhattan,1310_1014,1310,1014,2021-03-16,432800
Manhattan,1310_1014,1310,1014,2022-02-04,680000
Queens,10854_21,10854,21,2021-03-16,402500
Queens,10854_21,10854,21,2021-08-18,700000
Bronx,5579_34,5579,34,2021-03-16,385000
Bronx,5579_34,5579,34,2021-05-19,600000
Queens,11320_25,11320,25,2021-03-17,350000
Queens,11320_25,11320,25,2021-08-18,685000
Staten Island,292_93,292,93,2021-03-17,362000
Staten Island,292_93,292,93,2022-08-04,873000
Staten Island,92_250,92,250,2021-03-17,500000
Staten Island,92_250,92,250,2022-01-20,940000
Queens,12596_75,12596,75,2021-03-18,330000
Queens,12596_75,12596,75,2021-09-02,575000
Queens,10988_39,10988,39,2021-03-18,430000
Queens,10988_39,10988,39,2021-07-21,720000
Queens,10659_12,10659,12,2021-03-19,360000
Queens,10659_12,10659,12,2022-04-18,830000
Queens,10673_27,10673,27,2021-03-19,481650
Queens,10673_27,10673,27,2021-11-05,715000
Queens,13572_75,13572,75,2021-03-19,495000
Queens,13572_75,13572,75,2022-08-10,1220000
Queens,13075_47,13075,47,2021-03-19,424500
Queens,13075_47,13075,47,2022-03-21,740000
Queens,11614_31,11614,31,2021-03-22,356250
Queens,11614_31,11614,31,2022-02-01,699999
Queens,12771_21,12771,21,2021-03-23,445000
Queens,12771_21,12771,21,2021-06-24,750000
Brooklyn,5372_38,5372,38,2021-03-24,660000
Brooklyn,5372_38,5372,38,2021-10-26,1650000
Queens,1668_20,1668,20,2021-03-24,605000
Queens,1668_20,1668,20,2022-04-21,1170988
Queens,12287_4,12287,4,2021-03-24,400000
Queens,12287_4,12287,4,2023-05-23,1280000
Queens,10943_248,10943,248,2021-03-24,404000
Queens,10943_248,10943,248,2022-01-20,710000
Staten Island,645_53,645,53,2021-03-24,280000
Staten Island,645_53,645,53,2021-12-22,500000
Staten Island,1048_65,1048,65,2021-03-24,310000
Staten Island,1048_65,1048,65,2021-11-30,536000
Brooklyn,7616_36,7616,36,2021-03-25,500000
Brooklyn,7616_36,7616,36,2021-11-22,800000
Queens,10988_41,10988,41,2021-03-25,430000
Queens,10988_41,10988,41,2021-07-02,729000
Bronx,2280_16,2280,16,2021-03-25,500000
Bronx,2280_16,2280,16,2022-12-05,1150000
Staten Island,815_17,815,17,2021-03-25,400000
Staten Island,815_17,815,17,2022-04-13,785000
Staten Island,1501_212,1501,212,2021-03-25,488000
Staten Island,1501_212,1501,212,2021-08-17,684950
Brooklyn,4215_24,4215,24,2021-03-26,300000
Brooklyn,4215_24,4215,24,2021-10-15,580000
Brooklyn,4215_24,4215,24,2022-05-31,640000
Queens,12627_29,12627,29,2021-03-26,370000
Queens,12627_29,12627,29,2021-08-17,680000
Bronx,3284_25,3284,25,2021-03-26,300000
Bronx,3284_25,3284,25,2021-12-29,770000
Manhattan,886_1268,886,1268,2021-03-29,980000
Manhattan,886_1268,886,1268,2022-05-06,1480000
Queens,8815_5,8815,5,2021-03-29,427500
Queens,8815_5,8815,5,2021-12-14,865000
Bronx,5357_18,5357,18,2021-03-29,479000
Bronx,5357_18,5357,18,2021-10-26,675000
Queens,14075_81,14075,81,2021-03-30,390000
Queens,14075_81,14075,81,2022-03-29,880000
Queens,9426_19,9426,19,2021-03-30,630000
Queens,9426_19,9426,19,2022-03-08,1600000
