address,apartment_number,block,gross_square_feet,lot,neighborhood,sale_date,sale_price,year_built
"233 EAST 69TH STREET, 9-A                ",            ,1424,0.0,1003,Upper East Side (59-79),2016-02-11,585000,1957.0
"233 EAST 69TH STREET, 7I                 ",            ,1424,0.0,1003,Upper East Side (59-79),2016-03-02,670000,1957.0
"233 EAST 69TH STREET, 4-H                ",            ,1424,0.0,1003,Upper East Side (59-79),2016-03-28,590000,1957.0
"233 EAST 69TH STREET, 12I                ",            ,1424,0.0,1003,Upper East Side (59-79),2016-06-22,675000,1957.0
"233 EAST 69TH STREET, 9E                 ",            ,1424,0.0,1003,Upper East Side (59-79),2016-06-22,668000,1957.0
"233 EAST 69TH STREET, 4FG                ",            ,1424,0.0,1003,Upper East Side (59-79),2016-07-19,1375000,1957.0
"233 EAST 69TH STREET, 7K                 ",            ,1424,0.0,1003,Upper East Side (59-79),2016-06-30,690000,1957.0
"233 EAST 69TH STREET, 3A                 ",            ,1424,0.0,1003,Upper East Side (59-79),2016-08-02,630000,1957.0
"233 EAST 69TH STREET, 5D                 ",            ,1424,0.0,1003,Upper East Side (59-79),2016-07-29,1270000,1957.0
"233 EAST 69TH STREET, 11K                ",            ,1424,0.0,1003,Upper East Side (59-79),2016-08-16,725000,1957.0
"233 EAST 69TH STREET, 10G                ",            ,1424,0.0,1003,Upper East Side (59-79),2016-07-25,680000,1957.0
"233 EAST 69TH   STREET, 7M               ",            ,1424,0.0,1003,Upper East Side (59-79),2016-09-29,365000,1957.0
"233 EAST 69TH STREET, 11J                ",            ,1424,0.0,1003,Upper East Side (59-79),2016-10-05,800000,1957.0
"233 EAST 69TH STREET, 15O                ",            ,1424,0.0,1003,Upper East Side (59-79),2016-10-20,375000,1957.0
"233 EAST 69TH STREET, 7-L                ",            ,1424,0.0,1003,Upper East Side (59-79),2016-10-24,1150000,1957.0
"233 EAST 69TH STREET, 5G                 ",            ,1424,0.0,1003,Upper East Side (59-79),2016-10-31,695000,1957.0
"233 EAST 69TH STREET, 6-I                ",            ,1424,0.0,1003,Upper East Side (59-79),2016-11-29,701000,1957.0
"233 EAST 69TH   STREET, 6-O              ",            ,1424,0.0,1003,Upper East Side (59-79),2016-12-20,345000,1957.0
"233 EAST 69TH STREET, 11K                ",            ,1424,0.0,1003,Upper East Side (59-79),2016-12-29,725000,1957.0
"233 EAST 70TH STREET, 6P                 ",            ,1425,0.0,1002,Upper East Side (59-79),2016-03-25,1185000,1957.0
"233 EAST 70TH STREET, 7S                 ",            ,1425,0.0,1002,Upper East Side (59-79),2016-07-07,810000,1957.0
"233 EAST 70TH STREET, 2U                 ",            ,1425,0.0,1002,Upper East Side (59-79),2016-07-18,886111,1957.0
"233 EAST 70TH STREET, 8U                 ",            ,1425,0.0,1002,Upper East Side (59-79),2016-11-10,1199000,1957.0
"240 EAST 76TH STREET, 8G                 ",            ,1430,0.0,1004,Upper East Side (59-79),2016-01-12,875000,1957.0
"240 EAST 76TH STREET, 11A                ",            ,1430,0.0,1004,Upper East Side (59-79),2016-02-10,497500,1957.0
"240 EAST 76TH   STREET, 10V              ",            ,1430,0.0,1004,Upper East Side (59-79),2016-03-14,770000,1957.0
"240 EAST 76TH STREET, 3S                 ",            ,1430,0.0,1004,Upper East Side (59-79),2016-03-28,665000,1957.0
"240 EAST 76TH STREET, 9V                 ",            ,1430,0.0,1004,Upper East Side (59-79),2016-09-19,790000,1957.0
"240 EAST 76TH   STREET, 11W              ",            ,1430,0.0,1004,Upper East Side (59-79),2016-11-09,499000,1957.0
"240 EAST 76 STREET, 9F                   ",            ,1430,0.0,1004,Upper East Side (59-79),2016-12-01,820000,1957.0
"240 EAST 76TH STREET, 6G                 ",            ,1430,0.0,1004,Upper East Side (59-79),2016-12-12,826315,1957.0
"205 EAST 78TH STREET, 10F                ",            ,1433,0.0,1002,Upper East Side (59-79),2016-01-22,775000,1931.0
"205 EAST 78TH STREET, 10D                ",            ,1433,0.0,1002,Upper East Side (59-79),2016-02-18,370000,1931.0
"205 EAST 78TH   STREET, 11R              ",            ,1433,0.0,1002,Upper East Side (59-79),2016-05-04,810000,1931.0
"205 E 78TH STREET, 15T                   ",            ,1433,0.0,1002,Upper East Side (59-79),2016-05-20,785000,1931.0
"205 EAST 78TH STREET, 11A                ",            ,1433,0.0,1002,Upper East Side (59-79),2016-06-03,427000,1931.0
"205 EAST 78TH STREET, 10T                ",            ,1433,0.0,1002,Upper East Side (59-79),2016-06-09,699000,1931.0
"205 E 78 ST, 12B                         ",            ,1433,0.0,1002,Upper East Side (59-79),2016-07-25,575000,1931.0
"205 EAST 78TH STREET, 6EF                ",            ,1433,0.0,1002,Upper East Side (59-79),2016-05-31,1750000,1931.0
"205 EAST 78TH STREET, 19T                ",            ,1433,0.0,1002,Upper East Side (59-79),2016-08-11,875000,1931.0
"205 EAST 78TH STREET, 2H                 ",            ,1433,0.0,1002,Upper East Side (59-79),2016-07-20,755000,1931.0
"205 E. 78 STREET, 14B                    ",            ,1433,0.0,1002,Upper East Side (59-79),2016-09-28,580000,1931.0
"205 EAST 78TH STREET, 10E                ",            ,1433,0.0,1002,Upper East Side (59-79),2016-08-31,375000,1931.0
"205 EAST 78TH STREET, 15D                ",            ,1433,0.0,1002,Upper East Side (59-79),2016-11-16,399000,1931.0
"330 EAST 65TH   STREET, 44               ",            ,1439,0.0,1202,Upper East Side (59-79),2016-07-21,420000,0.0
"334 EAST 65TH STREET, 22                 ",            ,1439,0.0,1202,Upper East Side (59-79),2016-09-14,358500,0.0
"330 EAST 65TH   STREET, 8                ",            ,1439,0.0,1202,Upper East Side (59-79),2016-10-27,430950,0.0
"301 EAST 69TH   STREET, 1                ",            ,1444,0.0,1003,Upper East Side (59-79),2016-02-29,765000,1963.0
"301 EAST 69TH   STREET, 5N               ",            ,1444,0.0,1003,Upper East Side (59-79),2016-04-27,425000,1963.0
"301 EAST 69TH   STREET, 8E               ",            ,1444,0.0,1003,Upper East Side (59-79),2016-05-03,850000,1963.0
"301 EAST 69TH   STREET, 7E               ",            ,1444,0.0,1003,Upper East Side (59-79),2016-05-05,843000,1963.0
"301 EAST 69TH   STREET, 2-D              ",            ,1444,0.0,1003,Upper East Side (59-79),2016-05-27,1300000,1963.0
"301 EAST 69TH   STREET, 3M               ",            ,1444,0.0,1003,Upper East Side (59-79),2016-06-15,620000,1963.0
"301 EAST 69TH   STREET, 5K               ",            ,1444,0.0,1003,Upper East Side (59-79),2016-06-24,900000,1963.0
"301 EAST 69TH   STREET, 7N               ",            ,1444,0.0,1003,Upper East Side (59-79),2016-10-21,415000,1963.0
"301 EAST 69TH   STREET, 1                ",            ,1444,0.0,1003,Upper East Side (59-79),2016-10-28,800000,1963.0
"301 EAST 69TH STREET, 15F                ",            ,1444,0.0,1003,Upper East Side (59-79),2016-05-20,490000,1963.0
"300 EAST 71ST STREET, M4                 ",            ,1445,0.0,1002,Upper East Side (59-79),2016-04-26,760000,1960.0
"300 EAST 71ST STREET, 5O                 ",            ,1445,0.0,1002,Upper East Side (59-79),2016-05-09,1300000,1960.0
"300 EAST 71ST STREET, 17C                ",            ,1445,0.0,1002,Upper East Side (59-79),2016-03-28,1175000,1960.0
"300 EAST 71ST STREET, 9L                 ",            ,1445,0.0,1002,Upper East Side (59-79),2016-03-30,727500,1960.0
"300 EAST 71ST STREET, 4K                 ",            ,1445,0.0,1002,Upper East Side (59-79),2016-06-02,695000,1960.0
"300 EAST 71ST ST, 80P                    ",            ,1445,0.0,1002,Upper East Side (59-79),2016-05-10,1770000,1960.0
"300 EAST 71ST STREET, 18K                ",            ,1445,0.0,1002,Upper East Side (59-79),2016-07-14,670000,1960.0
"300 EAST 71ST STREET, 19C                ",            ,1445,0.0,1002,Upper East Side (59-79),2016-07-20,850000,1960.0
"300 EAST 71ST STREET, 8K                 ",            ,1445,0.0,1002,Upper East Side (59-79),2016-08-26,635000,1960.0
"300 EAST 71ST STREET, 3J                 ",            ,1445,0.0,1002,Upper East Side (59-79),2016-12-05,755000,1960.0
"300 EAST 71ST STREET, 16H                ",            ,1445,0.0,1002,Upper East Side (59-79),2016-01-21,2298500,1960.0
"305 EAST 72ND   STREET, 11A              ",            ,1447,0.0,1002,Upper East Side (59-79),2016-01-08,390000,1961.0
"305 EAST 72ND   STREET, 6CN              ",            ,1447,0.0,1002,Upper East Side (59-79),2016-03-07,480000,1961.0
"305 EAST 72ND   STREET, 3CN              ",            ,1447,0.0,1002,Upper East Side (59-79),2016-08-08,365000,1961.0
"305 EAST 72ND   STREET, 6CN              ",            ,1447,0.0,1002,Upper East Side (59-79),2016-08-12,1150000,1961.0
"305 EAST 72ND STREET, 3EN                ",            ,1447,0.0,1002,Upper East Side (59-79),2016-10-05,664000,1961.0
"305 EAST 72ND STREET, 14G                ",            ,1447,0.0,1002,Upper East Side (59-79),2016-10-24,540000,1961.0
"340 EAST 74TH STREET, 11A                ",            ,1448,0.0,1002,Upper East Side (59-79),2016-04-18,799000,1957.0
"340 EAST 74TH   STREET, 6A               ",            ,1448,0.0,1002,Upper East Side (59-79),2016-07-15,535000,1957.0
"340 EAST 74TH STREET, 6D                 ",            ,1448,0.0,1002,Upper East Side (59-79),2016-09-23,850000,1957.0
"343 EAST 74TH   STREET, 8C               ",            ,1449,0.0,1302,Upper East Side (59-79),2016-05-25,710000,1986.0
"343 EAST 74TH   STREET, PH 1B            ",            ,1449,0.0,1302,Upper East Side (59-79),2016-05-23,1235000,1986.0
"343 EAST 74TH   STREET, 11GJK            ",            ,1449,0.0,1302,Upper East Side (59-79),2016-06-28,2025000,1986.0
"343 EAST 74TH   STREET, 8A               ",            ,1449,0.0,1302,Upper East Side (59-79),2016-07-07,600000,1986.0
"343 EAST 74TH   STREET, 10F              ",            ,1449,0.0,1302,Upper East Side (59-79),2016-07-28,615000,1986.0
"343 EAST 74TH   STREET, UNIT2            ",            ,1449,0.0,1302,Upper East Side (59-79),2016-08-19,1295000,1986.0
"343 EAST 74TH STREET, 11C                ",            ,1449,0.0,1302,Upper East Side (59-79),2016-08-18,800000,1986.0
"343 EAST 74TH STREET, 16D                ",            ,1449,0.0,1302,Upper East Side (59-79),2016-11-02,950000,1986.0
"333 EAST 75TH STREET, 10C                ",            ,1450,0.0,1002,Upper East Side (59-79),2016-01-06,445000,1961.0
"333 EAST 75TH STREET, 6D                 ",            ,1450,0.0,1002,Upper East Side (59-79),2016-01-14,400609,1961.0
"333 EAST 75TH STREET, 14C                ",            ,1450,0.0,1002,Upper East Side (59-79),2016-01-20,605000,1961.0
"333 EAST 75TH STREET, 1F                 ",            ,1450,0.0,1002,Upper East Side (59-79),2016-02-16,807500,1961.0
"333 EAST 75TH STREET, 10A                ",            ,1450,0.0,1002,Upper East Side (59-79),2016-04-13,722000,1961.0
"333 EAST 75TH STREET, 7A                 ",            ,1450,0.0,1002,Upper East Side (59-79),2016-06-01,715000,1961.0
"333 E 75TH STREET, 9A                    ",            ,1450,0.0,1002,Upper East Side (59-79),2016-07-13,700000,1961.0
"333 EAST 75TH STREET, 2F                 ",            ,1450,0.0,1002,Upper East Side (59-79),2016-10-19,530000,1961.0
"333 EAST 75TH STREET, 3J                 ",            ,1450,0.0,1002,Upper East Side (59-79),2016-11-02,373000,1961.0
"1175 YORK AVENUE, 8G                     ",            ,1458,0.0,1103,Upper East Side (59-79),2016-02-29,675000,1958.0
"1175 YORK AVENUE, 3V                     ",            ,1458,0.0,1103,Upper East Side (59-79),2016-03-08,451000,1958.0
"1175 YORK AVENUE, 11B                    ",            ,1458,0.0,1103,Upper East Side (59-79),2016-04-25,885000,1958.0
"420 E 64TH STREET, W4A                   ",            ,1458,0.0,1103,Upper East Side (59-79),2016-05-17,725000,1958.0
"420 EAST 64TH STREET, E2C                ",            ,1458,0.0,1103,Upper East Side (59-79),2016-06-23,749000,1958.0
"1175 YORK AVENUE, 6D                     ",            ,1458,0.0,1103,Upper East Side (59-79),2016-06-28,1892750,1958.0
"1175 YORK AVENUE, 6B                     ",            ,1458,0.0,1103,Upper East Side (59-79),2016-06-13,825000,1958.0
"420 EAST 64TH STREET, W8B                ",            ,1458,0.0,1103,Upper East Side (59-79),2016-09-13,588000,1958.0
"420 EAST 64TH STREET, W9B                ",            ,1458,0.0,1103,Upper East Side (59-79),2016-10-03,608000,1958.0
"1175 YORK AVENUE, 3T                     ",            ,1458,0.0,1103,Upper East Side (59-79),2016-09-21,650000,1958.0
"1175 YORK AVENUE, 15B                    ",            ,1458,0.0,1103,Upper East Side (59-79),2016-09-23,875000,1958.0
"420 EAST 64TH STREET, E1JK               ",            ,1458,0.0,1103,Upper East Side (59-79),2016-12-28,1275000,1958.0
"1175 YORK AVENUE, 10H                    ",            ,1458,0.0,1103,Upper East Side (59-79),2016-10-26,1295222,1958.0
"420 EAST 64TH STREET, W1G                ",            ,1458,0.0,1202,Upper East Side (59-79),2016-02-10,648500,0.0
"425 EAST 63RD   STREET, RES              ",            ,1458,0.0,1202,Upper East Side (59-79),2016-02-11,1325000,0.0
"425 EAST 63RD STREET, E9F                ",            ,1458,0.0,1202,Upper East Side (59-79),2016-05-09,720000,0.0
"420 EAST 64 STREET, E 12H                ",            ,1458,0.0,1202,Upper East Side (59-79),2016-06-07,1096634,0.0
"425 EAST 63RD STREET, E8D                ",            ,1458,0.0,1202,Upper East Side (59-79),2016-06-24,1370000,0.0
"425 EAST 63RD   STREET, RES              ",            ,1458,0.0,1202,Upper East Side (59-79),2016-07-19,725000,0.0
"425 EAST 63RD STREET, W4F                ",            ,1458,0.0,1202,Upper East Side (59-79),2016-07-19,729000,0.0
"425 EAST 63RD STREET, W1G                ",            ,1458,0.0,1202,Upper East Side (59-79),2016-11-15,655000,0.0
"425 EAST 63RD STREET, W7A                ",            ,1458,0.0,1202,Upper East Side (59-79),2016-11-03,755000,0.0
"425 EAST 63RD STREET, W9J                ",            ,1458,0.0,1202,Upper East Side (59-79),2016-12-22,849000,0.0
"401 EAST 74TH STREET, 9H                 ",            ,1469,0.0,1003,Upper East Side (59-79),2016-03-31,812000,1962.0
