address,apartment_number,block,gross_square_feet,lot,neighborhood,sale_date,sale_price,year_built
"204-206 WEST 10TH STREET, 28             ",            ,619,0.0,1103,Greenwich Village-West,2006-08-23,490209,0.0
"295 WEST 11 STREET, 2                    ",            ,623,0.0,1002,Greenwich Village-West,2006-03-30,460000,0.0
"295 WEST 11 STREET, 1J                   ",            ,623,0.0,1002,Greenwich Village-West,2006-06-19,175415,0.0
"295 WEST 11 STREET, 2                    ",            ,623,0.0,1002,Greenwich Village-West,2006-08-25,495000,0.0
"419 BLEECKER STREET, RESD                ",            ,624,0.0,1302,Greenwich Village-West,2006-04-21,500000,1939.0
"75 BANK STREET, 6K                       ",            ,624,0.0,1302,Greenwich Village-West,2006-08-31,940000,1939.0
"419 BLEECKER STREET, RESD                ",            ,624,0.0,1302,Greenwich Village-West,2006-09-05,600000,1939.0
"75 BANK STREET, 5C                       ",            ,624,0.0,1302,Greenwich Village-West,2006-10-31,442500,1939.0
"75 BANK STREET, 2-Q                      ",            ,624,0.0,1302,Greenwich Village-West,2006-12-21,435000,1939.0
"712 GREENWICH STREET, NO.2               ",            ,631,0.0,1002,Greenwich Village-West,2006-05-16,999999,1910.0
"240 WEST 112 STREET, 1W                  ",            ,1827,0.0,50,Harlem-Central,2006-09-28,250000,1900.0
"1945 SEVENTH AVENUE, 3S                  ",            ,1902,0.0,3,Harlem-Central,2006-02-07,450000,1920.0
"486 ST NICHOLAS AVENUE, 2                ",            ,1959,0.0,29,Harlem-Central,2006-12-29,200000,1901.0
"137-9 WEST 142ND STREET, 4A              ",            ,2011,0.0,16,Harlem-Central,2006-08-29,265000,1920.0
"323 EDGECOMB, 1                          ",            ,2053,0.0,85,Harlem-Central,2006-04-17,248000,1906.0
"323 EDGECOMBE AVENUE, 8                  ",            ,2053,0.0,85,Harlem-Central,2006-11-15,150650,1906.0
"327 EDGECOMBE AVENUE, 12A                ",            ,2053,0.0,86,Harlem-Central,2006-09-14,145000,1920.0
"130 LENOX AVENUE, 2                      ",            ,1600,0.0,1002,Harlem-Central,2006-03-22,230000,1999.0
"130 MALCOLM X BLVD, 711                  ",            ,1600,0.0,1002,Harlem-Central,2006-08-10,250000,1999.0
"130 LENOX AVENUE, 2                      ",            ,1600,0.0,1002,Harlem-Central,2006-09-15,272500,1999.0
"130 LENOX AVENUE, 607                    ",            ,1600,0.0,1002,Harlem-Central,2006-10-05,261000,1999.0
"130 MALCOLM X BOULEVARD, 323             ",            ,1600,0.0,1002,Harlem-Central,2006-10-30,240000,1999.0
"130 LENOX AVENUE, 2                      ",            ,1600,0.0,1002,Harlem-Central,2006-11-29,260000,1999.0
"130 LENOX AVENUE, 233                    ",            ,1600,0.0,1002,Harlem-Central,2006-12-29,325000,1999.0
"1825 MADISON AVENUE, 7A                  ",            ,1745,0.0,1002,Harlem-Central,2006-04-24,365000,0.0
"1825 MADISON AVENUE, 8G                  ",            ,1745,0.0,1002,Harlem-Central,2006-12-19,435000,0.0
"2235 FRED DOUGLASS BLVD, RES             ",            ,1947,0.0,1001,Harlem-Central,2006-05-05,639000,0.0
"2235 FRED DOUGLASS BLVD, RES             ",            ,1947,0.0,1001,Harlem-Central,2006-08-17,624000,0.0
"231-239 WEST 148 STREET, 3F              ",            ,2034,0.0,1003,Harlem-Central,2006-07-21,510000,1920.0
"330 WEST 145 STREET, 708                 ",            ,2051,0.0,1002,Harlem-Central,2006-01-31,450000,0.0
"330 WEST 145TH ST, 313                   ",            ,2051,0.0,1002,Harlem-Central,2006-01-31,449900,0.0
"330 WEST 145 STREET, 507                 ",            ,2051,0.0,1002,Harlem-Central,2006-05-17,410000,0.0
"186 EAST 111TH STREET, 3                 ",            ,1638,0.0,40,Harlem-East,2006-01-13,320000,1900.0
"186 EAST 111TH ST, 1                     ",            ,1638,0.0,40,Harlem-East,2006-07-05,310000,1900.0
"1787 MADISON AVENUE, RES                 ",            ,1623,0.0,1002,Harlem-East,2006-04-27,500000,0.0
"1787 MADISON AVENUE, 313                 ",            ,1623,0.0,1002,Harlem-East,2006-06-30,490000,0.0
"1787 MADISON AVENUE, RES                 ",            ,1623,0.0,1002,Harlem-East,2006-09-28,499000,0.0
"1787 MADISON AVENUE, 503                 ",            ,1623,0.0,1002,Harlem-East,2006-10-24,535000,0.0
"1787 MADISON AVENUE, 303                 ",            ,1623,0.0,1002,Harlem-East,2006-11-30,515000,0.0
"215 EAST 96TH   STREET, CONDP            ",            ,1646,0.0,1103,Harlem-East,2006-12-20,764945,2005.0
"215 EAST 96 STREET, CONDP                ",            ,1646,0.0,1103,Harlem-East,2006-09-11,882357,2005.0
"507 WEST 140TH STREET, 2                 ",            ,2072,0.0,26,Harlem-Upper,2006-03-28,180000,1920.0
"507 WEST 140TH STREET, 21                ",            ,2072,0.0,26,Harlem-Upper,2006-06-02,176000,1920.0
"502 WEST 141ST STREET, 3B                ",            ,2072,0.0,37,Harlem-Upper,2006-05-08,275000,1910.0
"517 WEST 144TH ST, 14                    ",            ,2076,0.0,23,Harlem-Upper,2006-10-24,295000,1880.0
"3692 BROADWAY, 43                        ",            ,2084,0.0,64,Harlem-Upper,2006-02-24,170000,1926.0
"3692 BROADWAY, 21                        ",            ,2084,0.0,64,Harlem-Upper,2006-09-13,200000,1926.0
"109 SEAMAN AVENUE, 3H                    ",            ,2240,0.0,1,Inwood,2006-01-17,449000,1918.0
"109 SEAMAN AVENUE, 2F                    ",            ,2240,0.0,1,Inwood,2006-06-29,610000,1918.0
"109 SEAMAN AVENUE, 4E                    ",            ,2240,0.0,1,Inwood,2006-09-06,445000,1918.0
"117 SEAMAN AVENUE, 4D                    ",            ,2240,0.0,1,Inwood,2006-09-08,390000,1918.0
"318 SECOND AVENUE, 1-2                   ",            ,924,0.0,5,Kips Bay,2006-12-21,2100000,1910.0
"323 EAST 21ST STREET, 1B                 ",            ,927,0.0,15,Kips Bay,2006-12-11,452400,1910.0
"310/312 EAST 23RD STREET, 10B            ",            ,928,0.0,1107,Kips Bay,2006-03-01,390000,1900.0
"310 EAST 23 STREET, 7H                   ",            ,928,0.0,1107,Kips Bay,2006-04-05,415000,1900.0
"310 EAST 23RD STREET, 4C                 ",            ,928,0.0,1107,Kips Bay,2006-08-24,381500,1900.0
"310 EAST 23 STREET, 9H                   ",            ,928,0.0,1107,Kips Bay,2006-11-27,412500,1900.0
"300 EAST 40TH STREET, RES                ",            ,945,0.0,1003,Kips Bay,2006-02-22,575000,0.0
"300 EAST 40 STREET, 25 E                 ",            ,945,0.0,1003,Kips Bay,2006-02-16,600000,0.0
"300 EAST 40TH STREET, 19N                ",            ,945,0.0,1003,Kips Bay,2006-01-03,565000,0.0
"300 EAST 40 STREET, 22F                  ",            ,945,0.0,1003,Kips Bay,2006-03-02,595000,0.0
"300 EAST 40TH STREET, 28S                ",            ,945,0.0,1003,Kips Bay,2006-04-25,840000,0.0
"300 EAST 40TH STREET, 12C                ",            ,945,0.0,1003,Kips Bay,2006-06-19,825000,0.0
"300 EAST 40TH STREET, 23T                ",            ,945,0.0,1003,Kips Bay,2006-06-30,850000,0.0
"300 EAST 40TH STREET, 30P                ",            ,945,0.0,1003,Kips Bay,2006-05-25,650000,0.0
"300 EAST 40 STREET, 23W                  ",            ,945,0.0,1003,Kips Bay,2006-07-13,735000,0.0
"300 EAST 40TH STREET, 14D                ",            ,945,0.0,1003,Kips Bay,2006-07-24,555000,0.0
"300 EAST 40 STREET, RES                  ",            ,945,0.0,1003,Kips Bay,2006-06-27,542000,0.0
"300 EAST 40 STREET, 12B                  ",            ,945,0.0,1003,Kips Bay,2006-09-08,1350000,0.0
"300 EAST 40TH STREET, 4B                 ",            ,945,0.0,1003,Kips Bay,2006-07-25,1100000,0.0
"300 EAST 40 STREET, RES                  ",            ,945,0.0,1003,Kips Bay,2006-08-08,625000,0.0
"300 EAST 40 STREET, 21K                  ",            ,945,0.0,1003,Kips Bay,2006-10-03,1350000,0.0
"300 EAST 40TH STREET, 31X                ",            ,945,0.0,1003,Kips Bay,2006-06-29,725000,0.0
"300 EAST 40 STREET, 19C                  ",            ,945,0.0,1003,Kips Bay,2006-11-01,993000,0.0
"300 EAST 40TH STREET, 9J                 ",            ,945,0.0,1003,Kips Bay,2006-11-13,900000,0.0
"300 EAST 40TH STREET, 4P                 ",            ,945,0.0,1003,Kips Bay,2006-11-20,642000,0.0
"300 EAST 40 STREET, RES                  ",            ,945,0.0,1003,Kips Bay,2006-11-30,555000,0.0
"243 MULBERRY STREET, 4R                  ",            ,495,0.0,29,Little Italy,2006-08-10,575000,1880.0
"243 MULBERRY STREET, 3L                  ",            ,495,0.0,29,Little Italy,2006-10-05,447000,1880.0
"240 CENTRE STREET, RES                   ",            ,472,0.0,1002,Little Italy,2006-03-27,1170000,1905.0
"240 CENTRE STREET, RES                   ",            ,472,0.0,1002,Little Italy,2006-06-08,1617000,1905.0
"45 SPRING STREET, 2C                     ",            ,494,0.0,1102,Little Italy,2006-06-19,272000,1900.0
"179 STANTON STREET, 4R                   ",            ,344,0.0,152,Lower East Side,2006-05-17,650000,1910.0
"141 ATTORNEY STREET, 4C                  ",            ,344,0.0,154,Lower East Side,2006-04-21,292500,1920.0
"141 ATTORNEY STREET, 1D                  ",            ,344,0.0,154,Lower East Side,2006-10-04,485000,1920.0
"118 SUFFOLK STREET, 1A                   ",            ,348,0.0,11,Lower East Side,2006-06-01,565000,1910.0
"118 SUFFOLK STREET, 1-B                  ",            ,348,0.0,11,Lower East Side,2006-09-07,410000,1910.0
"118 SUFFOLK STREET, 1-C                  ",            ,348,0.0,11,Lower East Side,2006-08-30,430000,1910.0
"1531/2 STANTON STREET, 5F                ",            ,349,0.0,14,Lower East Side,2006-05-24,525000,1920.0
"178 SUFFOLK STREET, 3                    ",            ,350,0.0,7,Lower East Side,2006-05-31,1650000,1910.0
"85 STANTON STREET, 2B                    ",            ,416,0.0,55,Lower East Side,2006-08-17,630000,1900.0
"237 ELDRIDGE STREET, 34                  ",            ,422,0.0,60,Lower East Side,2006-05-24,220000,1900.0
"237 ELDRIDGE STREET, 5                   ",            ,422,0.0,60,Lower East Side,2006-06-29,265000,1900.0
"237 ELDRIDGE STREET, 1                   ",            ,422,0.0,60,Lower East Side,2006-09-12,220000,1900.0
"237 ELDRIDGE STREET, 6/7                 ",            ,422,0.0,60,Lower East Side,2006-09-19,490000,1900.0
"147 EAST HOUSTON STREET, 6               ",            ,422,0.0,1102,Lower East Side,2006-01-13,420000,1900.0
"58 WEST 105TH STREET, 3C                 ",            ,1840,0.0,57,Manhattan Valley,2006-08-08,106000,1900.0
"11 WEST 108TH, 33                        ",            ,1844,0.0,24,Manhattan Valley,2006-08-24,107000,1900.0
"233 EAST 54TH STREET, 1C                 ",            ,1328,0.0,18,Midtown East,2006-12-27,242000,1900.0
"324 EAST 50TH STREET, 6A                 ",            ,1342,0.0,42,Midtown East,2006-05-12,320000,1902.0
"324 EAST 50TH STREET, 3B                 ",            ,1342,0.0,42,Midtown East,2006-08-11,430000,1902.0
"324 EAST 50TH STREET, 4C                 ",            ,1342,0.0,42,Midtown East,2006-11-20,383000,1902.0
"324 EAST 50TH STREET, 2B                 ",            ,1342,0.0,42,Midtown East,2006-11-13,469000,1902.0
"324 EAST 50TH, 4B                        ",            ,1342,0.0,42,Midtown East,2006-02-27,385000,1902.0
"312 EAST 50TH STREET, 2W                 ",            ,1342,0.0,47,Midtown East,2006-08-07,819000,1900.0
"310 EAST 51 STREET, 2                    ",            ,1343,0.0,46,Midtown East,2006-11-22,950000,1920.0
"304 EAST 52 STREET, 3                    ",            ,1344,0.0,48,Midtown East,2006-03-22,600000,1915.0
"304 E 52 ST, 2                           ",            ,1344,0.0,48,Midtown East,2006-04-03,325000,1915.0
"304 EAST 52ND ST, 4                      ",            ,1344,0.0,48,Midtown East,2006-07-10,738081,1915.0
"332 EAST 54TH ST., 1A                    ",            ,1346,0.0,39,Midtown East,2006-01-03,389000,1910.0
"313 EAST 56TH STREET, 3B                 ",            ,1349,0.0,8,Midtown East,2006-05-22,315000,1901.0
"344 EAST 58 STREET, 3A                   ",            ,1350,0.0,31,Midtown East,2006-04-17,325000,1910.0
"346 EAST 58TH STREET, 1A                 ",            ,1350,0.0,31,Midtown East,2006-09-11,327500,1910.0
"346 E 58 ST, 3B                          ",            ,1350,0.0,31,Midtown East,2006-12-14,380000,1910.0
"436 EAST 58 STREET, 2B                   ",            ,1369,0.0,31,Midtown East,2006-04-05,340000,1930.0
"436 EAST 58TH STREET, 3A                 ",            ,1369,0.0,31,Midtown East,2006-05-10,389000,1930.0
"436 EAST 58TH STREET, 6D                 ",            ,1369,0.0,31,Midtown East,2006-06-21,350000,1930.0
"436 EAST 58TH STREET, 6B                 ",            ,1369,0.0,31,Midtown East,2006-06-20,400000,1930.0
"211 EAST 53RD STREET, 14C                ",            ,1327,0.0,1003,Midtown East,2006-01-23,675000,0.0
"211 EAST 53 STREET, 11L                  ",            ,1327,0.0,1003,Midtown East,2006-01-23,569000,0.0
"211 EAST 53RD STREET, 6B                 ",            ,1327,0.0,1003,Midtown East,2006-03-10,350000,0.0
"211 EAST 53 STREET, RES                  ",            ,1327,0.0,1003,Midtown East,2006-03-27,399000,0.0
"211 EAST 53 STREET, RES                  ",            ,1327,0.0,1003,Midtown East,2006-04-21,715000,0.0
"211 EAST 53RD STREET, 2C                 ",            ,1327,0.0,1003,Midtown East,2006-04-24,665000,0.0
"211 EAST 53RD STREET, PHB                ",            ,1327,0.0,1003,Midtown East,2006-07-27,910000,0.0
"211 EAST 53 STREET, RES                  ",            ,1327,0.0,1003,Midtown East,2006-08-01,1540000,0.0
"211 EAST 53 STREET, 9M                   ",            ,1327,0.0,1003,Midtown East,2006-11-07,430000,0.0
"225 EAST 57TH STREET, 12L                ",            ,1331,0.0,1203,Midtown East,2006-01-05,589000,1964.0
"225 EAST 57 STREET, 10-E                 ",            ,1331,0.0,1203,Midtown East,2006-01-06,800000,1964.0
"225 EAST 57TH STREET, 19H                ",            ,1331,0.0,1203,Midtown East,2006-02-01,600000,1964.0
"225 EAST 57 STREET, RES                  ",            ,1331,0.0,1203,Midtown East,2006-05-25,349000,1964.0
"225 EAST 57 STREET, RES                  ",            ,1331,0.0,1203,Midtown East,2006-08-21,545000,1964.0
"225 EAST 57 STREET, 6G                   ",            ,1331,0.0,1203,Midtown East,2006-08-31,860000,1964.0
"225 EAST 57TH STREET, 10M                ",            ,1331,0.0,1203,Midtown East,2006-08-17,517000,1964.0
"225 EAST 57 STREET, 6-L                  ",            ,1331,0.0,1203,Midtown East,2006-09-07,525000,1964.0
"225 EAST 57 STREET, 11N                  ",            ,1331,0.0,1203,Midtown East,2006-10-05,540000,1964.0
"225 EAST 57 STREET, 9Q                   ",            ,1331,0.0,1203,Midtown East,2006-11-15,375000,1964.0
"225 EAST 57TH   STREET, RES              ",            ,1331,0.0,1203,Midtown East,2006-12-28,425000,1964.0
"319 EAST 50 STREET, COOP                 ",            ,1343,0.0,1002,Midtown East,2006-01-05,615000,1931.0
"319 EAST 50 STREET, 11K                  ",            ,1343,0.0,1002,Midtown East,2006-03-09,204820,1931.0
"319 EAST 50TH ST., 4A                    ",            ,1343,0.0,1002,Midtown East,2006-03-09,150535,1931.0
"319 EAST 50TH STREET, 4G                 ",            ,1343,0.0,1002,Midtown East,2006-05-31,162312,1931.0
"319 EAST 50 STREET, 2C                   ",            ,1343,0.0,1002,Midtown East,2006-07-27,325000,1931.0
"319 EAST 50 STREET, COOP                 ",            ,1343,0.0,1002,Midtown East,2006-08-16,389000,1931.0
"319 EAST 50 STREET, 7KL                  ",            ,1343,0.0,1002,Midtown East,2006-09-19,825000,1931.0
"319 EAST 50 STREET, 10D                  ",            ,1343,0.0,1002,Midtown East,2006-10-11,350000,1931.0
"319 EAST 50 STREET, 10-F                 ",            ,1343,0.0,1002,Midtown East,2006-08-21,410000,1931.0
"319 EAST 50TH   STREET, COOP             ",            ,1343,0.0,1002,Midtown East,2006-12-15,105000,1931.0
"319 EAST 50TH   STREET, COOP             ",            ,1343,0.0,1002,Midtown East,2006-06-06,330000,1931.0
"345 EAST 56 STREET, RESI                 ",            ,1349,0.0,1004,Midtown East,2006-03-17,680000,1960.0
"345 EAST 56 STREET, RESI                 ",            ,1349,0.0,1004,Midtown East,2006-05-09,360000,1960.0
"345 EAST 56 STREET, 6-D                  ",            ,1349,0.0,1004,Midtown East,2006-06-12,707500,1960.0
"345 EAST 56 STREET, RESI                 ",            ,1349,0.0,1004,Midtown East,2006-07-24,1045000,1960.0
"345 EAST 56 STREET, 12H                  ",            ,1349,0.0,1004,Midtown East,2006-10-19,670000,1960.0
"345 EAST 56 STREET, RESI                 ",            ,1349,0.0,1004,Midtown East,2006-11-06,879000,1960.0
"345 EAST 56 STREET, 18E                  ",            ,1349,0.0,1004,Midtown East,2006-11-07,1100000,1960.0
"351 EAST 57 STREET, RES                  ",            ,1350,0.0,1017,Midtown East,2006-08-11,935000,1958.0
"349 WEST 44TH STREET, 2RW                ",            ,1035,0.0,7,Midtown West,2006-04-07,350000,1920.0
"349 WEST 44TH STREET, 2RE                ",            ,1035,0.0,7,Midtown West,2006-04-07,325000,1920.0
"347 WEST 44TH STREET, 3RE                ",            ,1035,0.0,8,Midtown West,2006-05-26,390000,1930.0
"347 WEST 44TH STREET, 5RW                ",            ,1035,0.0,8,Midtown West,2006-10-06,680500,1930.0
"788 NINTH AVENUE, 2C                     ",            ,1043,0.0,3,Midtown West,2006-01-04,418000,1920.0
"353 WEST 53RD STREET, 4W                 ",            ,1044,0.0,6,Midtown West,2006-08-23,435000,1920.0
"327 WEST 55TH STREET, 1A                 ",            ,1046,0.0,20,Midtown West,2006-10-04,320000,1920.0
"305 WEST 55TH STREET, 4C                 ",            ,1046,0.0,28,Midtown West,2006-05-23,650000,1920.0
"140 WEST 58TH STREET, 8-A                ",            ,1010,0.0,1002,Midtown West,2006-06-22,1500000,1930.0
"135 WEST 58TH, RES                       ",            ,1011,0.0,6003,Midtown West,2006-06-27,705000,0.0
"135 WEST 58 STREET, RES                  ",            ,1011,0.0,6003,Midtown West,2006-10-12,500000,0.0
"828 7 AVENUE, PHB                        ",            ,1025,0.0,1002,Midtown West,2006-01-19,673300,1912.0
"828 7 AVENUE, RES                        ",            ,1025,0.0,1002,Midtown West,2006-01-19,525000,1912.0
"828 SEVENTH AVE, 2B                      ",            ,1025,0.0,1002,Midtown West,2006-03-20,490000,1912.0
"200 WEST 54TH STREET, 12E                ",            ,1025,0.0,1002,Midtown West,2006-06-15,995000,1912.0
"828 7 AVENUE, RES                        ",            ,1025,0.0,1002,Midtown West,2006-05-11,525000,1912.0
"100 WEST 54TH STREET, 2J                 ",            ,1025,0.0,1002,Midtown West,2006-09-26,575000,1912.0
"828 7 AVENUE, RES                        ",            ,1025,0.0,1002,Midtown West,2006-08-22,870000,1912.0
"200 WEST 54TH STREET, 9G                 ",            ,1025,0.0,1002,Midtown West,2006-10-04,1075000,1912.0
"828 7 AVENUE, 4K                         ",            ,1025,0.0,1002,Midtown West,2006-07-06,699000,1912.0
"333 WEST 57TH STREET, RES                ",            ,1048,0.0,3003,Midtown West,2006-03-22,530000,0.0
"333 WEST 57TH STREET, 3F                 ",            ,1048,0.0,3003,Midtown West,2006-05-01,475000,0.0
"333 WEST 57 STREET, RES                  ",            ,1048,0.0,3003,Midtown West,2006-06-06,525255,0.0
"333 W 57 ST, RES                         ",            ,1048,0.0,3003,Midtown West,2006-07-24,613000,0.0
"333 WEST 57 STREET, 808                  ",            ,1048,0.0,3003,Midtown West,2006-11-22,775000,0.0
"333 WEST 57TH STREET, RES                ",            ,1048,0.0,3003,Midtown West,2006-11-30,745499,0.0
"501 WEST 122ND STREET, B3                ",            ,1977,0.0,29,Morningside Heights,2006-05-17,515000,1901.0
"3115 BROADWAY, 22                        ",            ,1993,0.0,21,Morningside Heights,2006-08-18,300000,1920.0
"170 CLAREMONT AVENUE, 11                 ",            ,1993,0.0,43,Morningside Heights,2006-05-26,475000,1926.0
"170 CLAREMONT AVENUE, 20                 ",            ,1993,0.0,43,Morningside Heights,2006-09-08,415000,1926.0
"31 TIEMANN PLACE, RES                    ",            ,1995,0.0,1002,Morningside Heights,2006-03-15,305000,1926.0
"31 TIEMANN PLACE, RES                    ",            ,1995,0.0,1002,Morningside Heights,2006-09-08,365000,1926.0
"26 EAST 38TH STREET, 4R                  ",            ,867,0.0,50,Murray Hill,2006-11-17,400000,1925.0
"20 EAST 35 STREET, COM-B                 ",            ,864,0.0,1002,Murray Hill,2006-01-24,437500,1938.0
"20 EAST 35 STREET, 8H                    ",            ,864,0.0,1002,Murray Hill,2006-05-31,360000,1938.0
"20 EAST 35 STREET, COM-B                 ",            ,864,0.0,1002,Murray Hill,2006-09-19,580000,1938.0
"20 EAST 35 STREET, 8M                    ",            ,864,0.0,1002,Murray Hill,2006-10-18,589500,1938.0
"20 EAST 35 STREET, COM-B                 ",            ,864,0.0,1002,Murray Hill,2006-12-11,600000,1938.0
"349 WEST BROADWAY, 22                    ",            ,475,0.0,7,Soho,2006-08-04,280000,1900.0
"456 BROOME STREET, 2 FL                  ",            ,485,0.0,35,Soho,2006-10-16,1500000,1900.0
"71 SULLIVAN STREET, 1B                   ",            ,489,0.0,8,Soho,2006-06-30,300000,1900.0
"71 SULLIVAN ST, 4A                       ",            ,489,0.0,8,Soho,2006-06-30,300000,1900.0
"57 THOMPSON STREET, 2C 2D                ",            ,489,0.0,37,Soho,2006-06-14,535000,1920.0
"57 THOMPSON STREET, 3-C                  ",            ,489,0.0,37,Soho,2006-11-29,170000,1920.0
"100 PRINCE STREET, 4 FLR                 ",            ,499,0.0,17,Soho,2006-04-26,2683000,1910.0
"96-98 PRINCE STREET, ROOF                ",            ,499,0.0,18,Soho,2006-05-03,507000,1900.0
"419 WEST BROADWAY, 1 FL                  ",            ,501,0.0,4,Soho,2006-09-29,575000,1900.0
"110 THOMPSON STREET, 2A                  ",            ,502,0.0,12,Soho,2006-01-27,335000,1900.0
"110 THOMPSON STREET, 5E                  ",            ,502,0.0,12,Soho,2006-07-06,305000,1900.0
"101 THOMPSON STREET, 31                  ",            ,503,0.0,28,Soho,2006-04-17,250000,1900.0
"101 THOMPSON STREET, 28                  ",            ,503,0.0,28,Soho,2006-08-08,675000,1900.0
"471 WEST BROADWAY, 3                     ",            ,515,0.0,11,Soho,2006-05-02,1800000,1900.0
"124 THOMPSON STREET, 11                  ",            ,516,0.0,1,Soho,2006-11-15,477000,1920.0
"141 SULLIVAN STREET, G4                  ",            ,517,0.0,5,Soho,2006-01-13,286676,1900.0
"141 SULLIVAN STREET, 2                   ",            ,517,0.0,5,Soho,2006-01-25,315000,1900.0
"141 SULLIVAN STREET, 1                   ",            ,517,0.0,5,Soho,2006-01-25,290000,1900.0
"141 SULLIVAN STREET, 13                  ",            ,517,0.0,5,Soho,2006-03-16,321958,1900.0
"143 SULLIVAN, 14                         ",            ,517,0.0,6,Soho,2006-06-26,330000,1900.0
"145 SULLIVAN STREET, 1A                  ",            ,517,0.0,7,Soho,2006-07-13,355000,1910.0
"64 MACDOUGAL STREET, 19                  ",            ,518,0.0,14,Soho,2006-01-12,515000,1920.0
"150 SULLIVAN STREET, 18                  ",            ,518,0.0,32,Soho,2006-07-13,215000,1900.0
"474 GREENWICH STREET, 6W                 ",            ,595,0.0,41,Soho,2006-02-27,1525000,1900.0
"477 BROOME STREET, 43                    ",            ,475,0.0,1202,Soho,2006-07-31,1130000,1910.0
"477 BROOME STREET, RES                   ",            ,475,0.0,1202,Soho,2006-11-29,2100000,1910.0
"144 FRANKLIN STREET, 5                   ",            ,189,0.0,5,Tribeca,2006-09-28,2650000,1915.0
"40 WHITE STREET, 4                       ",            ,193,0.0,14,Tribeca,2006-08-24,1026000,1910.0
"399 WASHINGTON STREET, 5                 ",            ,217,0.0,11,Tribeca,2006-07-31,1480000,1920.0
"11 JAY STREET, RES1                      ",            ,180,0.0,1151,Tribeca,2006-09-26,1310000,1920.0
"220 WEST BROADWAY, 3-10                  ",            ,189,0.0,1006,Tribeca,2006-03-30,1310000,1915.0
"220 WEST BROADWAY, 5A                    ",            ,189,0.0,1006,Tribeca,2006-04-18,972000,1915.0
"47 WALKER STREET, B                      ",            ,193,0.0,1502,Tribeca,2006-10-11,1270000,1915.0
"48-50 WALKER STREET, 6B                  ",            ,194,0.0,1004,Tribeca,2006-08-07,1900000,1915.0
"48 WALKER STREET, D                      ",            ,194,0.0,1004,Tribeca,2006-12-15,2100000,1915.0
"467 GREENWICH STREET, 4                  ",            ,225,0.0,1002,Tribeca,2006-01-04,1300000,0.0
"465 GREENWICH STREET, UNIT2              ",            ,225,0.0,1002,Tribeca,2006-03-16,1260000,0.0
"465 GREENWICH STREET, UNIT2              ",            ,225,0.0,1002,Tribeca,2006-04-28,1975000,0.0
"16 EAST 63 STREET, 4                     ",            ,1377,0.0,61,Upper East Side (59-79),2006-05-25,800000,1920.0
"37 EAST 67 STREET, 1AB                   ",            ,1382,0.0,27,Upper East Side (59-79),2006-07-27,1075000,1910.0
"35 EAST 68TH STREET, 5B                  ",            ,1383,0.0,25,Upper East Side (59-79),2006-02-08,975000,1910.0
"14 EAST 74TH ST, B                       ",            ,1388,0.0,63,Upper East Side (59-79),2006-08-25,999000,1930.0
"34 EAST 75TH STREET, 3                   ",            ,1389,0.0,47,Upper East Side (59-79),2006-05-19,1600000,1930.0
"34 EAST 75TH STREET, 4                   ",            ,1389,0.0,47,Upper East Side (59-79),2006-07-11,730000,1930.0
"42 EAST 75TH STREET, UDA                 ",            ,1389,0.0,143,Upper East Side (59-79),2006-12-19,1625000,1910.0
"42 EAST 75TH STREET, LPA                 ",            ,1389,0.0,143,Upper East Side (59-79),2006-12-19,550000,1910.0
"59 EAST 75TH STREET, 2B                  ",            ,1390,0.0,33,Upper East Side (59-79),2006-09-19,756868,1910.0
"59 EAST 75TH STREET, 2 3A                ",            ,1390,0.0,33,Upper East Side (59-79),2006-08-10,1050000,1910.0
"59 EAST 75TH STREET, 5A                  ",            ,1390,0.0,33,Upper East Side (59-79),2006-09-19,172380,1910.0
"59 EAST 75 STREET, 3B                    ",            ,1390,0.0,33,Upper East Side (59-79),2006-09-19,766233,1910.0
"18 EAST 77TH STREET, 5A                  ",            ,1391,0.0,62,Upper East Side (59-79),2006-01-25,2100000,1910.0
"125 EAST 64 STREET, 3                    ",            ,1399,0.0,10,Upper East Side (59-79),2006-02-06,795000,1910.0
"125 EAST 64TH STREET, 6                  ",            ,1399,0.0,10,Upper East Side (59-79),2006-12-01,960000,1910.0
"175 EAST 73RD STREET, G 1R               ",            ,1408,0.0,30,Upper East Side (59-79),2006-09-12,3600000,1910.0
"236 EAST 78TH STREET, 1B                 ",            ,1432,0.0,36,Upper East Side (59-79),2006-03-02,228150,1910.0
"236 EAST 78TH STREET, 4C                 ",            ,1432,0.0,36,Upper East Side (59-79),2006-03-02,249444,1910.0
"236 EAST 78TH STREET, 2B                 ",            ,1432,0.0,36,Upper East Side (59-79),2006-04-12,761303,1910.0
"236 EAST 78TH STREET, 5D                 ",            ,1432,0.0,36,Upper East Side (59-79),2006-05-05,200000,1910.0
"223 EAST 78TH STREET, 4A                 ",            ,1433,0.0,12,Upper East Side (59-79),2006-07-05,240000,1910.0
"223 EAST 78TH STREET, 2B                 ",            ,1433,0.0,12,Upper East Side (59-79),2006-11-10,307500,1910.0
"338 EAST 67TH ST, 3                      ",            ,1441,0.0,33,Upper East Side (59-79),2006-07-12,350000,1920.0
"338 EAST 67TH STREET, 4                  ",            ,1441,0.0,33,Upper East Side (59-79),2006-11-29,250000,1920.0
"326 EAST 73 STREET, 4A                   ",            ,1447,0.0,37,Upper East Side (59-79),2006-06-29,275000,1910.0
